work_key	title	author_name	first_publish_year	canonical	htid_count	pd_count	sample_htids	matched_title	matched_author	source
OL31456997W	Laughing Boy	Oliver La Farge	1929	0	3	3	mdp.39015003899989|uc1.b4087559|mdp.39015004111178	Laughing Boy / by Oliver La Farge.	La Farge, Oliver, 1901-1963.	hathifiles_title
OL1526395W	Indian captive	Lenski, Lois	1941	0	1	0	mdp.39015005775120	Indian captive : the story of Mary Jemison / written and ill	Lenski, Lois, 1893-1974,	hathifiles_title
OL32146855W	Xingu, and other stories	Edith Wharton	1916	0	5	5	mdp.39015019960767|hvd.32044090094442|uva.x001172244	Xingu, and other stories.	Wharton, Edith, 1862-1937.	hathifiles_title
OL16206172W	Uncle Remus	Joel Chandler Harris	1901	0	15	15	mdp.39015065535034|mdp.39015009386304|miun.aje0676.0001.001	Uncle Remus : his songs and his sayings / New and rev.ed. wi	Harris, Joel Chandler, 1848-1908.	hathifiles_title
OL18384315W	Robert Peckham	Maurice Baring	1930	0	1	1	mdp.39015030854353	Robert Peckham.	Baring, Maurice, 1874-1945.	hathifiles_title
OL3571984W	Roger Sudden	Thomas Head Raddall	1944	0	1	0	mdp.39015002713991	Roger Sudden / by Thomas H. Raddall.	Raddall, Thomas H., 1903-1994.	hathifiles_title
OL2264992W	The Christmas nightingale	Eric Philbrook Kelly	1932	0	1	0	mdp.39015005010239	The Christmas nightingale : three Christmas stories from Pol	Kelly, Eric P. 1884-1960,	hathifiles_title
OL32276791W	Open doors	Lydia Glover Deseo	1945	0	5	0	uc1.l0052981560|uc1.l0052981578|osu.32435030437495	Open doors.		hathifiles_title
OL16037770W	Coronet	Manuel Komroff	1930	0	315	2	uva.x030800942|uva.x030800941|uva.x030800940	Coronet.		hathifiles_title
OL252583W	Merlin	Lovelich, Herry	1932	0	6	0	mdp.39015067509623|mdp.39015067509615|mdp.39015067509466	Merlin.		hathifiles_title
OL5408078W	The pony express	Gaylord Du Bois	1944	0	12	0	cub.u183020137348|cub.u183020137330|cub.u183020137322	Pony express.		hathifiles_title
OL4636854W	The pony express	Samuel Hopkins Adams	1950	0	12	0	cub.u183020137348|cub.u183020137330|cub.u183020137322	Pony express.		hathifiles_title
OL19669345W	Horizons	Francis Hackett	1919	0	6	6	iau.31858045154014|mdp.39015030905346|uc1.$b250317	Horizons.		hathifiles_title
OL18455104W	Horizons	Francis Hackett	1918	0	6	6	iau.31858045154014|mdp.39015030905346|uc1.$b250317	Horizons.		hathifiles_title
OL471895W	The Murder at the Vicarage	Agatha Christie	1930	0	1	0	mdp.39015013950624	The murder at the vicarage / by Agatha Christie.	Christie, Agatha, 1890-1976.	hathifiles_title
OL8721349W	The Aspern Papers / The Turn of the Screw	James, Henry	1935	0	2	0	mdp.39015000524895|pst.000028367772	The Aspern papers / by Henry James ; with a pref. by the aut	James, Henry, 1843-1916.	hathifiles_title
OL40196W	I, the Jury	Mickey Spillane	1947	0	3	0	mdp.39015000957798|mdp.39015034928484|uva.x000335920	I, the jury / Mickey Spillane.	Spillane, Mickey, 1918-2006.	hathifiles_title
OL99522W	The Story of the Treasure Seekers	E. Nesbit	1899	0	5	3	mdp.39015005628121|mdp.39015063540994|mdp.39076002315799	The story of the treasure seekers; being the adventures of t	Nesbit, E. 1858-1924.	hathifiles_title
OL32903931W	Crichton	Ainsworth, William Harrison	1890	0	5	5	mdp.39015030842341|dul1.ark:/13960/t43r1pr79|uc2.ark:/13960/t3zs2z98g	Crichton / with port. [of Mary Stuart] by Farino and 3 etchi	Ainsworth, William Harrison, 1805-1882.	hathifiles_title
OL13849972W	Harold the klansman	George Alfred Brown	1923	0	1	1	nc01.ark:/13960/t3gx4t739	Harold the klansman.	Brown, George Alfred, b. 1876.	hathifiles_title
OL37450152W	Cakes and ale	W. Somerset Maugham	1930	0	9	4	uc1.b3477936|mdp.39015030706470|mdp.39015010433509	Cakes and ale: or, The skeleton in the cupboard [by] W. Some	Maugham, W. Somerset 1874-1965.	hathifiles_title
OL5200895W	Chronicles of the Scho nberg-Cotta family	Elizabeth Rundle Charles	1900	0	2	2	mdp.39015059391600|umn.319510013995756	Chronicles of the Schönberg-Cotta family / by two of themsel	Charles, Elizabeth Rundle, 1828-1896.	hathifiles_title
OL17683545W	Chronicles of the Scho nberg-Cotta family	Elizabeth Rundle Charles	1890	0	8	8	mdp.39015059391600|mdp.39015063512696|uc2.ark:/13960/t8sb42m4x	Chronicles of the Schönberg-Cotta family / by two of themsel	Charles, Elizabeth Rundle, 1828-1896.	hathifiles_title
OL17960897W	D'ri and I	Irving Bacheller	1901	0	9	9	uc2.ark:/13960/t9h41m46t|mdp.39015013148062|mdp.39015059387673	D'ri and I; a tale of daring deeds in the second war with th	Bacheller, Irving, 1859-1950.	hathifiles_title
OL38771712W	Saint James's	Ainsworth, William Harrison	1899	0	1	1	mdp.39015059387582	Saint James's.	Ainsworth, William Harrison, 1805-1882.	hathifiles_title
OL35404512W	Glorious Apollo		1926	0	4	3	mdp.39015059395866|uc1.$b322982|uc1.$b792521	Glorious Apollo / By E. Barrington [pseudonym]	Beck, L. Adams -1931.	hathifiles_title
OL7026234W	Father Abraham	Irving Bacheller	1925	0	1	1	mdp.39015059389372	Father Abraham ...	Bacheller, Irving, 1859-1950.	hathifiles_title
OL16730925W	A man for the ages	Irving Bacheller	1919	0	7	7	mdp.39015059389430|hvd.hxdgu7|uc1.$b799005	A man for the ages; a story of the builders of democracy / b	Bacheller, Irving, 1859-1950.	hathifiles_title
OL16762214W	A man for the ages	Irving Bacheller	1920	0	7	7	mdp.39015059389430|hvd.hxdgu7|uc1.$b799005	A man for the ages; a story of the builders of democracy / b	Bacheller, Irving, 1859-1950.	hathifiles_title
OL163727W	Day's end and other stories	H. E. Bates	1928	0	3	2	mdp.39015059395809|uc1.$b322955|coo.31924013583111	Day's end, and other stories / by H. E. Bates.	Bates, H. E. 1905-1974.	hathifiles_title
OL5004308W	Blind alley	Walter Lionel George	1919	0	7	7	nyp.33433082485586|uc2.ark:/13960/t13n20z0v|mdp.39015024220546	Blind alley; being the picture of a very gallant gentleman; 	George, W. L. 1882-1926.	hathifiles_title
OL7582918W	The heavenly sinner	T. Everett Harré	1935	0	1	0	mdp.39015059404007	The heavenly sinner; the life and loves of Lola Montez / by 	Harré, T. Everett 1884-1948.	hathifiles_title
OL10467856W	If winter comes	A. S. M. Hutchinson	1921	0	4	4	mdp.39015059405533|uiug.30112055500430|uiug.30112058785756	If winter comes / by A. S. M. Hutchinson.	Hutchinson, A. S. M. 1880-1971.	hathifiles_title
OL8729585W	Bella Donna	Robert Smythe Hichens	1911	0	11	11	uc2.ark:/13960/t41r6rm7m|mdp.39015059377336|uc1.$b300862	Bella donna; a novel, by Robert Hichens.	Hichens, Robert Smythe, 1864-1956.	hathifiles_title
OL17664632W	The prince of the house of David	J. H. Ingraham	1897	0	8	8	mdp.39015059414477|hvd.hn3bw5|uc2.ark:/13960/t1gh9bp03	The prince of the house of David / by Rev. Prof. J. H. Ingra	Ingraham, J. H. 1809-1860.	hathifiles_title
OL1092170W	A full and true account of the wonderful mission of Earl Lavender, which lasted one night and one day	Davidson, John	1895	0	3	3	uc2.ark:/13960/t73t9hp3z|mdp.39015059392210|uc1.$b370702	A full and true account of the wonderful mission of Earl Lav	Davidson, John, 1857-1909.	hathifiles_title
OL32146036W	Around old Chester	Margaret Deland	1915	0	1	1	mdp.39015060430553	Around old Chester / by Margaret Deland.	Deland, Margaret, 1857-1945.	hathifiles_title
OL32146062W	John Ward, preacher	Margaret Deland	1888	0	9	9	mdp.39015062247922|hvd.32044010321289|hvd.ah4wzj	John Ward, preacher / by Margaret Deland.	Deland, Margaret, 1857-1945.	hathifiles_title
OL32146495W	The promises of Alice	Margaret Deland	1919	0	6	6	uc2.ark:/13960/t5q81551m|mdp.39015016770383|coo1.ark:/13960/t3pv7277f	The promises of Alice : the romance of a New England parsona	Deland, Margaret Wade Campbell, 1857-194	hathifiles_title
OL36994959W	Old Haven	David Cornel DeJong	1938	0	1	0	mdp.39015012332261	Old haven.	De Jong, David Cornel, 1901-1967.	hathifiles_title
OL1106251W	The wayward man	Ervine, St. John G.	1927	0	2	2	mdp.39015059404106|uc1.$b242563	The wayward man / by St. John G. Ervine.	Ervine, St. John G. 1883-1971.	hathifiles_title
OL32146065W	Sidney	Margaret Deland	1890	0	1	1	mdp.39015059400294	Sidney / by Margaret Deland.	Deland, Margaret, 1857-1945.	hathifiles_title
OL7908249W	The judgment of the sword	Diver, Katherine Helen Maud (Marshall)	1924	0	1	1	mdp.39015023158812	The judgment of the sword; the tale of the Kabul tragedy, an	Diver, Maud, 1867-1945.	hathifiles_title
OL1219518W	The judgment of the sword	Katherine Helen Maud Marshall Diver	1913	0	5	5	mdp.39015023158812|osu.32435000220814|nyp.33433074968177	The judgment of the sword; the tale of the Kabul tragedy, an	Diver, Maud, 1867-1945.	hathifiles_title
OL7487846W	Village chronicle	James McConnaughey	1936	0	2	0	mdp.39015059409980|uc1.$b301224	Village chronicle / by James McConnaughey.	McConnaughey, James, 1908-1993.	hathifiles_title
OL3127780W	To-morrow never comes	R. L. Duffus	1929	0	1	0	mdp.39015059377252	To-morrow never comes / by R. L. Duffus.	Duffus, R. L. 1888-1972.	hathifiles_title
OL2345252W	The siege of Lady Resolute	Dickson, Harris	1902	0	2	2	mdp.39015063511631|nyp.33433074811161	The siege of Lady Resolute; a novel / by Harris Dickson.	Dickson, Harris, 1868-1946.	hathifiles_title
OL7891433W	The rose of old St. Louis	Dillon, Mary C. Johnson	1904	0	3	3	mdp.39015063546702|hvd.hxdh5u|uc2.ark:/13960/t9b56dt9f	The rose of old St. Louis / by Mary Dillon; with illustratio	Dillon, Mary	hathifiles_title
OL10791370W	The rose of old St. Louis	Mary C. Johnson Dillon	1904	0	3	3	mdp.39015063546702|hvd.hxdh5u|uc2.ark:/13960/t9b56dt9f	The rose of old St. Louis / by Mary Dillon; with illustratio	Dillon, Mary	hathifiles_title
OL5789978W	The story of a modern woman	Ella Hepworth Dixon	1895	0	3	3	mdp.39015018398431|nyp.33433074968151|coo.31924013607084	The story of a modern woman / by Ella Hepworth Dixon.	Dixon, Ella Hepworth.	hathifiles_title
OL15675565W	The Clansman	Dixon, Thomas	1905	0	18	18	mdp.39015004021286|mdp.39015013736296|uga1.32108057030556	The clansman; an historical romance of the Ku Klux klan / by	Dixon, Thomas, Jr., 1864-1946.	hathifiles_title
OL39014547W	The clansman	Dixon, Thomas	1905	0	18	18	mdp.39015004021286|mdp.39015013736296|uga1.32108057030556	The clansman; an historical romance of the Ku Klux klan / by	Dixon, Thomas, Jr., 1864-1946.	hathifiles_title
OL41540816W	Robert Elsmere	Humphry Ward	1888	1	20	20	mdp.39015053658731|uc1.b4102899|uc2.ark:/13960/t5x63ds6x	Robert Elsmere / by Mrs. Humphry Ward.	Ward, Humphry, Mrs., 1851-1920.	hathifiles_title
OL17679961W	Ivanhoe	Scott, Walter	1907	0	35	32	mdp.39015036784950|coo1.ark:/13960/t8mc9gx34|mdp.39015063951274	Ivanhoe / by Sir Walter Scott. Abridged & ed. with introd., 	Scott, Walter, 1771-1832.	hathifiles_title
OL17679965W	Ivanhoe	Scott, Walter	1906	0	35	32	mdp.39015036784950|coo1.ark:/13960/t8mc9gx34|mdp.39015063951274	Ivanhoe / by Sir Walter Scott. Abridged & ed. with introd., 	Scott, Walter, 1771-1832.	hathifiles_title
OL17679966W	Ivanhoe	Scott, Walter	1908	0	35	32	mdp.39015036784950|coo1.ark:/13960/t8mc9gx34|mdp.39015063951274	Ivanhoe / by Sir Walter Scott. Abridged & ed. with introd., 	Scott, Walter, 1771-1832.	hathifiles_title
OL17752593W	Ivanhoe	Scott, Walter	1903	0	56	53	mdp.39015036784950|coo1.ark:/13960/t8mc9gx34|mdp.39015063951274	Ivanhoe / by Sir Walter Scott. Abridged & ed. with introd., 	Scott, Walter, 1771-1832.	hathifiles_title
OL32133020W	Ivanhoe	Scott, Walter	1893	0	72	69	mdp.39015036784950|coo1.ark:/13960/t8mc9gx34|mdp.39015063951274	Ivanhoe / by Sir Walter Scott. Abridged & ed. with introd., 	Scott, Walter, 1771-1832.	hathifiles_title
OL17675936W	Ivanhoe	Scott, Walter	1913	0	27	24	mdp.39015036784950|coo1.ark:/13960/t8mc9gx34|mdp.39015063951274	Ivanhoe / by Sir Walter Scott. Abridged & ed. with introd., 	Scott, Walter, 1771-1832.	hathifiles_title
OL24955921W	The history of Henry Esmond, esq	Thackeray, William Makepeace	1888	0	39	38	uc2.ark:/13960/t5n87dw5h|mdp.39015013159440|uc1.b4104169	The history of Henry Esmond, Esq. : colonel in the service o	Thackeray, William Makepeace, 1811-1863.	hathifiles_title
OL19697274W	The history of Henry Esmond, Esq	Thackeray, William Makepeace	1896	0	31	30	uc2.ark:/13960/t5n87dw5h|mdp.39015013159440|uc1.b4104169	The history of Henry Esmond, Esq. : colonel in the service o	Thackeray, William Makepeace, 1811-1863.	hathifiles_title
OL16179W	Henry Esmond ; The English humourists ; The four Georges	Thackeray, William Makepeace	1908	0	4	2	mdp.39015065549555|pst.000028741602|aeu.ark:/13960/t5k94v552	Henry Esmond / [by] W. M. Thackeray.	Thackeray, William Makepeace, 1811-1863.	hathifiles_title
OL17694625W	The memoirs of Barry Lyndon	Thackeray, William Makepeace	1883	0	4	4	mdp.39015063760659|uva.x030832813|hvd.hn57yk	The memoirs of Barry Lyndon; Great Hoggarty diamond; Sketche	Thackeray, William Makepeace, 1811-1863.	hathifiles_title
OL28188566W	The Virginians	Thackeray, William Makepeace	1890	0	37	37	mdp.39015063554029|mdp.39015028754276|mdp.39015008044383	The Virginians; a tale of the last century / by William Make	Thackeray, William Makepeace, 1811-1863.	hathifiles_title
OL17050027W	The Virginians	Thackeray, William Makepeace	1887	0	44	44	mdp.39015063554029|mdp.39015028754276|mdp.39015008044383	The Virginians; a tale of the last century / by William Make	Thackeray, William Makepeace, 1811-1863.	hathifiles_title
OL43716885W	Virginians	Thackeray, William Makepeace	1900	0	27	27	mdp.39015063554029|mdp.39015028754276|mdp.39015008044383	The Virginians; a tale of the last century / by William Make	Thackeray, William Makepeace, 1811-1863.	hathifiles_title
OL41552802W	Bleak House	Charles Dickens	1941	0	6	1	mdp.39015058674477|mdp.39015005719250|uc1.32106001932505	Bleak house ...	Dickens, Charles, 1812-1870.	hathifiles_title
OL43464982W	A Christmas carol, in prose	Charles Dickens	1887	0	18	14	mdp.39015063914157|mdp.39015039396117|loc.ark:/13960/t80k2xk5t	A Christmas carol, in prose; being a ghost story of Christma	Dickens, Charles, 1812-1870.	hathifiles_title
OL24252035W	The bride of Lammermoor	Scott, Walter	1893	0	26	24	mdp.39015030961042|mdp.39015063951175|mdp.49015002396209	The bride of Lammermoor / Sir Walter Scott, bart.	Scott, Walter, 1771-1832.	hathifiles_title
OL17662420W	A sentimental journey through France and Italy	Sterne, Laurence	1892	0	21	19	mdp.39015063954815|hvd.hnykwf|mdp.39015063954823	A sentimental journey through France and Italy / by Laurence	Sterne, Laurence, 1713-1768.	hathifiles_title
OL18010688W	The wings of the morning	Louis Tracy	1903	0	5	5	uc1.$b312690|hvd.32044018800789|mdp.39015063962008	The wings of the morning.	Tracy, Louis, 1863-1928.	hathifiles_title
OL109810W	Barchester Towers / The Warden	Trollope, Anthony	1887	0	51	40	mdp.39015005917524|mdp.39015022402070|osu.32435024572752	Barchester towers / by Anthony Trollope, with eight plates b	Trollope, Anthony, 1815-1882.	hathifiles_title
OL7588020W	Through green glasses. Andy Merrigan's great discovery and other Irish tales	Edmund Downey	1887	0	2	2	mdp.39015063916772|nyp.33433074968268	Through green glasses. Andy Merrigan's great discovery and o	Downey, Edmund, 1856-1937.	hathifiles_title
OL38694476W	Catriona	Robert Louis Stevenson	1893	0	6	6	uc2.ark:/13960/t3dz07x8v|mdp.39015014660255|uc2.ark:/13960/t50g3n23b	Catriona : a sequel to Kidnapped, being memoirs of the furth	Stevenson, Robert Louis, 1850-1894.	hathifiles_title
OL24074W	The  Master of Ballantrae; and Weir of Hermiston	Robert Louis Stevenson	1925	0	8	3	mdp.39015063961604|inu.32000000672420|inu.32000000672362	The master of Ballantrae; An inland voyage ...	Stevenson, Robert Louis, 1850-1894.	hathifiles_title
OL470443W	While the patient slept	Mignon Good Eberhart	1930	0	2	0	mdp.39015063919479|mdp.39015057105507	While the patient slept ...	Eberhart, Mignon G. 1899-1996.	hathifiles_title
OL44762098W	The personal history of David Copperfield	Charles Dickens	1901	0	27	18	mdp.39015008030499|mdp.39015063511433|mdp.39015010835893	The personal history of David Copperfield / [by] Charles Dic	Dickens, Charles, 1812-1870.	hathifiles_title
OL29223843W	Treasure Island	Robert Louis Stevenson	1910	0	67	59	mdp.39015063961844|nyp.33433075752992|mdp.39015055344371	Treasure Island / by Robert Louis Stevenson.	Stevenson, Robert Louis, 1850-1894.	hathifiles_title
OL42471516W	Treasure Island	Robert Louis Stevenson	1900	0	79	71	mdp.39015063961844|nyp.33433075752992|mdp.39015063961836	Treasure Island / by Robert Louis Stevenson.	Stevenson, Robert Louis, 1850-1894.	hathifiles_title
OL1832592W	Treasure Island / Kidnapped	Robert Louis Stevenson	1900	0	79	71	mdp.39015063961844|nyp.33433075752992|mdp.39015063961836	Treasure Island / by Robert Louis Stevenson.	Stevenson, Robert Louis, 1850-1894.	hathifiles_title
OL39458064W	Treasure Island	Robert Louis Stevenson	1900	0	79	71	mdp.39015063961844|nyp.33433075752992|mdp.39015063961836	Treasure Island / by Robert Louis Stevenson.	Stevenson, Robert Louis, 1850-1894.	hathifiles_title
OL11619998W	Mystery at Lynden Sands	Alfred W Stewart	1928	0	1	1	mdp.39015063956562	Mystery at Lynden Sands / by J.J. Connington [pseudonym]	Stewart, Alfred W. 1880-1947.	hathifiles_title
OL39442981W	Kidnapped	Robert Louis Stevenson	1887	0	76	62	mdp.39015063961687|mdp.39015063986023|mdp.39015002308776	Kidnapped / being memoirs of the adventures of David Balfour	Stevenson, Robert Louis, 1850-1894.	hathifiles_title
OL39549413W	Rudder Grange	Frank Richard Stockton	1883	0	14	14	mdp.39015063956877|hvd.hwp9e5|uc2.ark:/13960/t3qv3cn99	Rudder Grange / by Frank R. Stockton, illustrated by A.B. Fr	Stockton, Frank R., 1834-1902.	hathifiles_title
OL12246709W	Glimpses of a strange world	H. S. Stollnitz	1908	0	1	1	mdp.39015031015236	Glimpses of a strange world / by H.S. Stollnitz.	Stollnitz, Henry Sandé, 1865-	hathifiles_title
OL20946857W	Adam Bede	George Eliot	1885	0	51	47	mdp.39015063917994|mdp.39015063918000|hvd.32044086823465	Adam Bede / By George Eliot.	Eliot, George, 1819-1880.	hathifiles_title
OL16639887W	Green mansions	Hudson, W. H.	1932	0	11	2	mdp.39015069919424|mdp.39015002387945|mdp.39015002387978	Green mansions : a romance of the tropical forest / by W. H.	Hudson, W. H. 1841-1922.	hathifiles_title
OL471932W	The Murder of Roger Ackroyd	Agatha Christie	1926	0	2	2	mdp.39015046330448|uc1.32106001974036	The murder of Roger Ackroyd / by Agatha Christie.	Christie, Agatha, 1890-1976.	hathifiles_title
OL69241W	Jenny	Sigrid Undset	1921	0	3	2	mdp.39015004194802|pst.000020542511|dul1.ark:/13960/t7fr4td3m	Jenny / translated from the Norwegian of Sigrid Undset by W.	Undset, Sigrid, 1882-1949.	hathifiles_title
OL42606488W	The arrow of gold	Conrad, Joseph	1919	0	14	14	mdp.39015065980669|miun.aar4496.0001.001|mdp.39015030727062	The arrow of gold : a story between two notes / by Joseph Co	Conrad, Joseph, 1857-1924.	hathifiles_title
OL17648147W	The arrow of gold	Conrad, Joseph	1920	0	14	14	mdp.39015065980669|miun.aar4496.0001.001|mdp.39015030727062	The arrow of gold : a story between two notes / by Joseph Co	Conrad, Joseph, 1857-1924.	hathifiles_title
OL18413457W	The loyal clans	Audrey Cunningham	1932	0	2	0	mdp.39015007044319|uc1.b3877182	The loyal clans / by Audrey Cunningham ...	Cunningham, Audrey.	hathifiles_title
OL3462385W	The wind from nowhere	Micheaux, Oscar	1944	0	2	2	mdp.39015059415433|uc1.$b803101	The wind from nowhere ...	Micheaux, Oscar, 1884-1951.	hathifiles_title
OL33122297W	Night watches	W. W. Jacobs	1914	0	9	8	uc2.ark:/13960/t3tt4hn0k|hvd.hn5lcw|mdp.39015005082402	Night watches / by W.W. Jacobs.	Jacobs, W. W. 1863-1943.	hathifiles_title
OL16707477W	Little citizens	Myra Kelly	1910	0	2	2	mdp.39015012346535|rul.39030045639152	Little citizens; the humours of school life / by Myra Kelly;	Kelly, Myra, 1876-1910.	hathifiles_title
OL16707659W	In the vestibule limited	Matthews, Brander	1893	0	5	5	hvd.hwknqm|mdp.39015055404852|mdp.39015021038214	In the vestibule limited / by Brander Matthews.	Matthews, Brander, 1852-1929	hathifiles_title
OL4599346W	The memoirs of a Maharaja's mistress	Ganga Vadaran	1943	0	1	0	mdp.39015059371925	The Memoirs of a maharaja's mistress.		hathifiles_title
OL11016717W	Lamb in his bosom	Caroline Pafford Miller	1933	0	6	0	mdp.39015050619496|mdp.39015024521869|uc1.$b57065	Lamb in his bosom / by Caroline Miller.	Miller, Caroline, 1903-1992.	hathifiles_title
OL327283W	Just flesh	D. F. Karaka	1941	0	1	0	mdp.39015059405459	Just flesh.	Karaka, D. F. 1911-1974.	hathifiles_title
OL32387235W	Street Called Straight	Basil King	1912	0	7	7	hvd.hwxjqz|hvd.hwxja6|mdp.39015059423015	"The street called Straight : a novel / by the author of ""The"	King, Basil, 1859-1928	hathifiles_title
OL2848601W	The circus of Dr. Lao	Charles G. Finney	1935	0	5	0	mdp.39015008976824|mdp.39015005095388|mdp.39015046358043	The circus of Dr. Lao / Charles G. Finney.	Finney, Charles G. 1905-1984.	hathifiles_title
OL22065726W	Stories of the army	Matthews, Brander	1894	0	7	7	uc2.ark:/13960/t3222rq63|uc2.ark:/13960/t6348h64m|hvd.hx5e9a	Stories of the army.		hathifiles_title
OL39419610W	The golden dog (Le chien d'or)	William Kirby	1891	0	4	4	mdp.39015008594643|wu.89081317208|hvd.hnawhu	The golden dog, [Le chien d'or]; a romance of old Quebec / b	Kirby, William, 1817-1906.	hathifiles_title
OL39414563W	The golden dog = (Le chien d'or)	William Kirby	1903	0	4	4	mdp.39015008594643|wu.89081317208|hvd.hnawhu	The golden dog, [Le chien d'or]; a romance of old Quebec / b	Kirby, William, 1817-1906.	hathifiles_title
OL22128832W	Stardust	D. L. Murray	1931	0	1	1	mdp.39015059413180	Stardust / by D. L. Murray.	Murray, D. L. 1888-1962.	hathifiles_title
OL31984965W	The fate of Madame La Tour	Paddock, A. G.	1882	0	8	8	uc2.ark:/13960/t6g15ts65|mdp.39015035457095|uc2.ark:/13960/t0wp9vc5v	The fate of Madame La Tour:	Paddock, A. G., Mrs.	hathifiles_title
OL11257127W	A tale of Reading town	James Bennett Nolan	1930	0	1	1	mdp.39015004301241	A tale of reading town; an episode from the plot against Was	Nolan, J. Bennett 1877-1964.	hathifiles_title
OL1089951W	A human boy's diary	Phillpotts, Eden	1924	0	2	2	mdp.39015059406556|uc1.$b243941	A human boy's diary / by Eden Phillpotts.	Phillpotts, Eden, 1862-1960.	hathifiles_title
OL4031973W	Journey's end	R. C. Sherriff	1929	0	4	2	mdp.39015048505039|mdp.39015030838893|mdp.39015030838885	Journey's end; a novel / by R. C. Sherriff and Vernon Hartle	Sherriff, R. C. 1896-1975.	hathifiles_title
OL18769276W	Alien land	Willard Savoy	1950	0	2	0	uc1.$b63731|mdp.39015033580336	Alien land.	Savoy, Willard W., 1916-1976.	hathifiles_title
OL43916725W	Very good, Jeeves	P. G. Wodehouse	1930	0	3	2	mdp.39015046860089|uva.x000213255|uva.x002314437	Very good, Jeeves! / P.G. Wodehouse.	Wodehouse, P. G. 1881-1975.	hathifiles_title
OL35319989W	The Pathfinder	Cooper, James Fenimore	1908	0	56	29	mdp.39015063545233|uc1.b3578888|mdp.39015019786022	The pathfinder; or, The inland sea / By J. Fenimore Cooper.	Cooper, James Fenimore, 1789-1851.	hathifiles_title
OL1797197W	The Woman Who Did	Grant Allen	1895	0	5	5	mdp.39015004288398|uc2.ark:/13960/t25b0411x|coo.31924013205731	The woman who did / by Grant Allen.	Allen, Grant, 1848-1899.	hathifiles_title
OL32867810W	The woman who did	Grant Allen	1895	0	5	5	mdp.39015004288398|uc2.ark:/13960/t25b0411x|coo.31924013205731	The woman who did / by Grant Allen.	Allen, Grant, 1848-1899.	hathifiles_title
OL36529959W	The birds' Christmas carol	Kate Douglas Wiggin	1893	0	17	17	nc01.ark:/13960/t6932005f|hvd.hn2arl|mdp.39015058663801	The Birds' Christmas Carol / by Kate Douglas Wiggin ; with i	Wiggin, Kate Douglas Smith, 1856-1923.	hathifiles_title
OL36528335W	A cathedral courtship and Penelope's English experiences	Kate Douglas Wiggin	1893	0	6	6	mdp.39015021067155|hvd.hn5cc7|hvd.hn3mvj	A cathedral courtship, and Penelope's English experiences / 	Wiggin, Kate Douglas, 1856-1923.	hathifiles_title
OL18012626W	Mother Carey's chickens	Wiggin, Kate Douglas Smith	1911	0	4	4	mdp.39015030642675|uc1.$b248221|uva.x004614226	Mother Carey's chickens ...	Wiggin, Kate Douglas, 1856-1923.	hathifiles_title
OL36528411W	Timothy's quest	Kate Douglas Wiggin	1893	0	14	14	mdp.39015063928173|uc2.ark:/13960/t20c4ss6c|uc1.b4374171	Timothy's quest; a story for anybody, young or old, who care	Wiggin, Kate Douglas, 1856-1923.	hathifiles_title
OL32094293W	Timothy's quest	Wiggin, Kate Douglas Smith	1895	0	14	14	mdp.39015063928173|uc2.ark:/13960/t20c4ss6c|uc1.b4374171	Timothy's quest; a story for anybody, young or old, who care	Wiggin, Kate Douglas, 1856-1923.	hathifiles_title
OL3468603W	Timothy's quest: a story for anybody, young or old, who cares to read it	Wiggin, Kate Douglas Smith	1894	0	14	14	mdp.39015063928173|uc2.ark:/13960/t20c4ss6c|uc1.b4374171	Timothy's quest; a story for anybody, young or old, who care	Wiggin, Kate Douglas, 1856-1923.	hathifiles_title
OL2570080W	Camp and cabin	Raymond, Rossiter W.	1880	0	6	6	uc2.ark:/13960/fk48p5vj1x|hvd.hx4y54|mdp.39015059505647	Camp and cabin: sketches of life and travel in the West. By 	Raymond, Rossiter W. 1840-1918.	hathifiles_title
OL10411919W	Scheherazade	John Young Thomson Greig	1928	0	3	3	mdp.39015059385875|uc1.$b275448|uiug.30112074956993	Scheherazade; or, The future of the English novel / by John 	Greig, J. Y. T. 1891-1963.	hathifiles_title
OL7590049W	The woman with a stone heart	Coursey, Oscar William	1914	0	4	4	miun.aaw5949.0001.001|mdp.39015047631851|coo1.ark:/13960/t9086tb54	The woman with a stone heart; a romance of the Philippine wa	Coursey, O. W. 1873-1946.	hathifiles_title
OL39390599W	The Ralstons	Crawford, F. Marion	1895	0	13	13	hvd.hwjsc9|hvd.hwjs78|mdp.39015059394588	The Ralstons / by F. Marion Crawford.	Crawford, F. Marion 1854-1909	hathifiles_title
OL36417402W	A Roman singer	Crawford, F. Marion	1889	0	16	16	uc2.ark:/13960/t3bz61n0k|hvd.hwjsb6|mdp.39015059394604	A Roman singer / by F. Marion Crawford.	Crawford, F. Marion 1854-1909.	hathifiles_title
OL1796038W	Khaled, a tale of Arabia	Crawford, F. Marion	1891	0	6	6	hvd.hwqu7a|coo1.ark:/13960/t75t46b6x|mdp.39015059394455	Khaled, a tale of Arabia / by F. Marion Crawford.	Crawford, F. Marion 1854-1909	hathifiles_title
OL20647415W	Three little kittens	A. E. Kennedy	1911	0	1	1	mdp.39015058640346	The three little kittens / with new pictures by Kurt Wiese.		hathifiles_title
