work_key	canonical	htid_count	pd_count	record_count	matched_oclc	oclc_tried	sample_htids
OL1213471W	0	0	0	0		1	
OL1213498W	0	1	0	1	17204954	6	mdp.39015061469402
OL1213589W	0	0	0	0		1	
OL1213853W	0	2	0	1	3766799	3	uc1.$b57049|uc1.b3711109
OL12143686W	0	1	0	1	2057466	1	mdp.39015014519824
OL12151965W	0	1	1	1	6479127	5	osu.32435014897607
OL1215556W	0	1	0	1	1561580	3	uc1.31158004211297
OL1215925W	0	1	0	1	1249009	1	mdp.39015030701117
OL1215931W	0	1	0	1	2488349	1	uc1.$b102103
OL1215934W	0	2	2	1	3210662	3	uc1.$b102104|mdp.39015030701133
OL1215935W	0	1	0	1	1550877	4	uc1.$b242715
OL1215965W	0	3	0	1	391475	6	mdp.39015020636950|mdp.39015020659556|inu.39000005912378
OL12160130W	0	1	1	1	3261974	2	uc1.b3727984
OL1216739W	0	0	0	0		1	
OL1216740W	0	1	0	1	1490037	1	uc1.$b56222
OL1216744W	0	0	0	0		1	
OL1216752W	0	0	0	0		1	
OL1216943W	0	1	1	1	1667651	1	uc1.$b795056
OL1216965W	0	2	2	1	1295169	3	uc1.$b795058|uva.x000129811
OL1216966W	0	1	0	1	19118613	2	inu.39000000135843
OL1217222W	0	2	0	1	341111	2	uc1.$b609791|uc1.$b470265
OL1217252W	0	1	0	1	3137903	1	uva.x001665069
OL1217299W	0	1	0	1	2678251	1	osu.32435017152877
OL1217904W	0	1	1	1	1003083	10	mdp.39015001810814
OL1217944W	0	1	1	1	282841	1	mdp.39015066052898
OL1217974W	0	2	0	1	282813	3	mdp.39015028762006|mdp.39015014816691
OL1217979W	0	1	0	1	339749	2	mdp.39015005050532
OL1217983W	0	3	0	1	282840	4	mdp.39015004753888|mdp.39015066055412|uc1.$b223960
OL1217986W	0	2	2	1	1001710	3	uc2.ark:/13960/fk7pn8xt9r|mdp.39015001790107
OL1217987W	0	3	0	1	23006223	5	mdp.39015008463187|mdp.39015007057444|mdp.39015012989037
OL1217991W	0	3	0	1	34531669	5	mdp.39015004204247|mdp.39015005866663|mdp.39015010313750
OL1217993W	1	3	0	1	282830	8	mdp.39015001790115|mdp.39015005085371|mdp.39015005899235
OL1217994W	0	1	1	1	12109639	10	uiug.30112014082009
OL1217995W	0	1	0	1	282804	9	mdp.39015004661875
OL1218020W	0	1	0	1	2113879	5	uiug.30112001697082
OL1218028W	0	2	0	1	655028	2	mdp.39015014858263|uc1.$b105915
OL1218039W	0	1	0	1	381946	5	inu.30000011840422
OL1218041W	0	1	0	1	1496272	1	mdp.39015014299708
OL12181485W	0	0	0	0		1	
OL12181531W	0	0	0	0		1	
OL12181582W	0	0	0	0		1	
OL12181650W	0	0	0	0		1	
OL12181714W	0	1	1	1	1074835	2	nyp.33433074846985
OL12181718W	0	0	0	0		1	
OL12181754W	0	0	0	0		1	
OL12181871W	0	0	0	0		1	
OL12182016W	0	2	2	1	9559796	2	hvd.hc2qbi|uva.x030788359
OL12182032W	0	0	0	0		1	
OL12182094W	0	0	0	0		1	
OL12182211W	0	0	0	0		1	
OL12186140W	0	1	1	1	9866191	1	njp.32101077785028
OL121864W	0	0	0	0		2	
OL12189883W	0	0	0	0		1	
OL12190325W	0	0	0	0		1	
OL12190462W	0	0	0	0		1	
OL12190530W	0	0	0	0		1	
OL12190580W	0	0	0	0		1	
OL12190598W	0	1	1	1	25846007	2	osu.32435018048827
OL12190973W	0	0	0	0		1	
OL1219287W	0	1	1	1	34668838	2	uiug.30112104316556
OL12193504W	0	1	0	1	1658881	1	umn.31951001635955v
OL1219500W	0	1	1	1	1706434	1	mdp.39015063545456
OL1219503W	0	2	0	1	1267393	1	mdp.39015063512035|uva.x000097866
OL1219511W	0	2	2	1	2478582	1	mdp.39015063512399|uc1.$b307400
OL1219515W	0	1	1	1	7017780	2	nyp.33433074968235
OL1219516W	0	1	1	1	1955529	1	hvd.32044019822063
OL1219519W	0	1	0	1	55616697	2	mdp.39015061101070
OL1219522W	0	5	5	1	1955474	1	uc2.ark:/13960/t9v11zd4n|mdp.39015063512415|hvd.32044009890716
OL12197155W	0	0	0	0		1	
OL12197168W	0	0	0	0		2	
OL1219798W	0	2	0	1	297463	1	mdp.39015005365583|inu.39000003480519
OL1219829W	0	0	0	0		1	
OL1219849W	0	1	0	1	710101	1	mdp.39015030115185
OL1219869W	0	2	0	1	938288	3	mdp.39015011061598|uc1.$b615932
OL1219873W	0	1	0	1	1820263	10	pst.000029905607
OL1219874W	0	1	0	1	295777	10	mdp.39015005757706
OL12199170W	0	0	0	0		1	
OL12199228W	0	1	1	1	7564492	1	hvd.hn1sli
OL12199229W	0	1	1	1	6439838	2	mdp.39015074366066
OL12199444W	0	0	0	0		1	
OL12199800W	0	0	0	0		1	
OL12199853W	0	0	0	0		1	
OL12199970W	0	0	0	0		1	
OL12200004W	0	0	0	0		1	
OL12200216W	0	1	1	1	12364481	2	osu.32435018562975
OL12200219W	0	0	0	0		1	
OL1220036W	0	0	0	0		1	
OL1220040W	0	1	1	1	1890357	1	uva.x030024401
OL12200506W	0	0	0	0		1	
OL12200507W	0	2	2	1	24424640	2	hvd.hn1we1|nyp.33433076046576
OL12200521W	0	1	1	1	9322039	2	hvd.hc27ed
OL12200527W	0	0	0	0		1	
OL1220141W	0	3	3	1	7546509	3	uc2.ark:/13960/t1fj2bb8v|hvd.hn1wdq|uc1.b3327400
OL12201439W	0	0	0	0		2	
OL12206601W	0	2	2	1	5280385	2	nyp.33433112009646|wu.89097996086
OL12206705W	0	1	1	1	780376	2	osu.32435017833492
OL12207001W	0	0	0	0		1	
OL12207018W	0	0	0	0		1	
OL12207045W	0	2	2	1	1296770	1	mdp.39015059434483|uc1.$b74585
OL12207055W	0	0	0	0		1	
OL12207284W	0	0	0	0		1	
OL12207290W	0	0	0	0		1	
OL12207297W	0	2	2	1	35160072	2	ia.ark:/13960/t4fn1fn93|njp.32101066131069
OL12207783W	0	2	2	1	18892488	2	dul1.ark:/13960/t2p55vm31|nyp.33433111598136
OL12207850W	0	0	0	0		2	
OL12208184W	0	1	1	1	9975017	2	osu.32435076163047
OL12208347W	0	1	1	1	25530617	2	osu.32435017692542
OL12208577W	0	0	0	0		1	
OL12208861W	0	1	1	1	18345879	2	uc1.c039982688
OL12208893W	0	1	1	1	9510613	2	osu.32435018537753
OL12209024W	0	1	1	1	7312488	3	nyp.33433074847876
OL12209032W	0	1	1	1	42463403	2	uiuo.ark:/13960/t09w0sh18
OL12209329W	0	1	1	1	11121006	2	umn.31951001636487x
OL12209338W	0	0	0	0		1	
OL12209368W	0	1	1	1	21015032	2	osu.32435018326280
OL12209427W	0	0	0	0		1	
OL12209513W	0	1	1	1	5795573	2	wu.89098018823
OL12209675W	0	2	2	1	17791955	4	hvd.rsl1ei|hvd.rslevy
OL12209999W	0	0	0	0		1	
OL12210036W	0	0	0	0		1	
OL12210100W	0	0	0	0		2	
OL12210314W	0	0	0	0		2	
OL12210357W	0	1	1	1	31506668	2	umn.319510020780160
OL12210884W	0	0	0	0		1	
OL12211226W	0	2	2	1	4886905	2	hvd.hxdipd|uva.x000990010
OL1222014W	0	0	0	0		1	
OL122226W	0	1	0	1	475328	1	mdp.39015005186179
OL122227W	0	3	0	1	280627	4	uc1.$b323499|mdp.39015005189041|mdp.39015073389762
OL1222464W	0	1	0	1	1856188	1	uc1.$b106018
OL12227813W	0	2	2	1	27153073	2	uc2.ark:/13960/t3804z56b|hvd.32044014416259
OL12230951W	0	0	0	0		1	
OL12230958W	0	0	0	0		1	
OL12231885W	0	0	0	0		1	
OL12231890W	0	0	0	0		1	
OL12232259W	0	0	0	0		1	
OL12234455W	0	1	1	1	2855714	1	uc1.$b29754
OL12234548W	0	0	0	0		1	
OL12235202W	0	0	0	0		1	
OL1223957W	0	0	0	0		1	
OL1224116W	0	1	1	1	4938821	1	umn.31951002044731e
OL12243899W	0	0	0	0		1	
OL12246690W	0	0	0	0		1	
OL12246697W	0	0	0	0		1	
OL12246704W	0	0	0	0		1	
OL12246705W	0	0	0	0		1	
OL12246708W	0	0	0	0		1	
OL12246709W	0	0	0	0		1	
OL1225913W	0	1	1	1	1833326	1	mdp.39015023145215
OL1226323W	0	1	0	1	631576	2	uga1.32108006163425
OL12264405W	0	3	3	1	5980395	1	uc2.ark:/13960/t1gh9qp71|uc1.$b242867|hvd.hn1eqm
OL12266330W	0	1	1	1	2359192	1	umn.31951p00728525e
OL1226701W	0	1	0	1	28642172	2	mdp.39015032978549
OL1226704W	0	0	0	0		2	
OL1226709W	0	1	1	1	5917429	4	uc1.$b264282
OL1226760W	0	0	0	0		1	
OL1226788W	0	1	0	1	2029841	2	uc1.$b56552
OL1226789W	0	1	0	1	824323	2	mdp.39015030059342
OL1227543W	0	1	0	1	933388	2	mdp.39015021923498
OL1227571W	0	0	0	0		1	
OL12278046W	0	2	0	1	1236771	1	uc1.$b113275|mdp.39015027359473
OL1227871W	0	3	3	1	13202412	10	uc1.31158003165916|uc1.31158003115986|uc2.ark:/13960/t07w68930
OL1227872W	0	1	1	1	17727609	4	hvd.32044050662030
OL12278999W	0	1	0	1	2354018	1	uva.x004176779
OL12279003W	0	1	0	1	2993555	1	mdp.39076002789837
OL12279004W	0	1	0	1	2993753	2	mdp.39076002789803
OL12279005W	0	1	0	1	2993509	2	uva.x001308956
OL1227905W	0	0	0	0		1	
OL1227909W	0	2	2	1	5162241	2	mdp.39015011682708|nyp.33433074909536
OL1227960W	0	1	1	1	390574	2	mdp.39015030751815
OL122812W	0	1	0	1	3902012	4	uc1.$b301838
OL1228167W	0	0	0	0		1	
OL1228182W	0	0	0	0		1	
OL1228186W	0	0	0	0		1	
OL1228196W	0	1	0	1	2661460	4	mdp.39015021938033
OL1228506W	0	2	0	1	1181175	1	mdp.39015030185899|uc1.$b170604
OL1228538W	0	0	0	0		2	
OL122861W	0	1	0	1	1488653	3	coo.31924014558799
OL12288177W	0	0	0	0		1	
OL1228818W	0	2	0	1	1011791	3	uva.x000014515|mdp.39015014517943
OL12291239W	0	2	2	1	13021676	1	mmet.ark:/13960/t7tm7fh7h|njp.32101063691586
OL1229289W	0	2	2	1	3652150	1	mdp.39015030112752|uc1.$b313810
OL1229304W	0	2	0	1	1871472	1	mdp.39015056591012|uc1.$b74589
OL12293779W	0	2	2	1	5459351	1	uc2.ark:/13960/t1gh9q61v|hvd.hn292a
OL1229400W	0	1	0	1	7549721	1	wu.89104412242
OL1229491W	0	2	2	1	373303	3	uc2.ark:/13960/t14m98m85|mdp.39015048709664
OL1229492W	0	4	4	1	7484105	3	nc01.ark:/13960/t4vh64x6r|uc2.ark:/13960/fk41r6n877|mdp.39015007019253
OL12300734W	0	1	1	1	1580192	2	mdp.39015030760618
OL1230143W	0	0	0	0		1	
OL123014W	0	1	0	1	1596172	2	pst.000004930877
OL1230155W	0	1	0	1	667402	3	inu.39000003834384
OL1230156W	0	1	0	1	11385488	4	pst.000009767508
OL1230162W	0	1	1	1	5132391	2	uc2.ark:/13960/t42r4203w
OL1230163W	0	0	0	0		4	
OL1230254W	0	1	0	1	176301	2	uva.x000234823
OL1230464W	0	1	0	1	1599575	1	uc1.$b252499
OL1230613W	0	2	0	1	10723830	10	mdp.39015038892215|pst.000014489402
OL1230631W	0	1	0	1	1133346	10	mdp.39015005046704
OL1230715W	0	1	0	1	14118215	10	mdp.39015002174442
OL12307576W	0	0	0	0		2	
OL12307937W	0	0	0	0		1	
OL1231216W	0	3	3	1	188537	2	mdp.39015005369346|inu.39000005859942|uc1.b4376252
OL12312W	0	1	0	1	219912	4	mdp.39015011361964
OL1231314W	0	1	0	1	802240	1	uc1.b3772276
OL12315943W	0	0	0	0		1	
OL1231694W	0	1	0	1	13595698	2	mdp.39015008482443
OL1231696W	0	1	1	1	3783355	1	mdp.39015050985509
OL1231698W	0	1	0	1	10756730	10	uc1.$b319132
OL12317092W	0	0	0	0		1	
OL1231983W	0	1	1	1	3666503	3	uc1.$b313724
OL1231984W	0	1	0	1	2082791	2	coo.31924006635266
OL123234W	0	1	0	1	5780058	3	mdp.39015063934569
OL1233006W	0	2	0	1	1478439	1	mdp.39015012099514|mdp.39015030051273
OL1233065W	0	0	0	0		1	
OL12331W	0	1	0	1	5816837	7	uc1.$b149596
OL1233473W	0	2	0	1	1171831	1	mdp.39015050630337|uc1.$b450952
OL12337181W	0	0	0	0		1	
OL1234347W	0	1	0	1	19275247	10	uc1.$b156062
OL1234715W	0	1	0	1	1467793	2	wu.89101247617
OL1234756W	0	1	0	1	1593990	1	mdp.39015030008000
OL12348780W	0	2	2	1	604681	1	hvd.32044015605934|hvd.32044105361117
OL1234921W	0	1	0	1	1168247	1	uc1.b3114577
OL1235096W	0	2	0	1	2173408	1	mdp.39015031006292|mdp.39015037365049
OL1235115W	0	2	2	1	3382977	1	uc2.ark:/13960/t9n29rx8b|uc1.$b137829
OL1235591W	0	1	1	1	1423467	2	mdp.39015078555565
OL1235947W	0	1	0	1	10401565	5	txu.059173024556084
OL12361671W	0	0	0	0		1	
OL1236233W	0	5	5	1	333189	3	uc2.ark:/13960/t8jd4ss3w|mdp.39015003933564|hvd.hn21xl
OL1236235W	0	5	5	1	1489528	4	uc2.ark:/13960/t1zc7sr50|hvd.32044009807892|coo1.ark:/13960/t0pr8bn46
OL1236280W	0	1	1	1	5689347	1	uc2.ark:/13960/t8kd1r80g
OL1236292W	0	0	0	0		1	
OL1236294W	0	3	3	1	11864213	1	uc2.ark:/13960/t4sj1d326|uc1.$b112054|nyp.33433111627323
OL1236312W	0	1	0	1	11704288	6	uc1.b2739618
OL1236505W	0	1	0	1	28391192	1	osu.32435009796079
OL12365196W	0	0	0	0		2	
OL1236527W	0	1	0	1	7706982	1	mdp.39015008902499
OL1236551W	0	1	1	1	2765743	3	uc1.32106001565651
OL1236562W	0	2	0	1	356138	2	miun.afw7234.0001.001|uc1.$b105052
OL12366526W	0	1	1	1	16137977	3	hvd.32044010325272
OL1236820W	0	1	1	1	7458515	2	nyp.33433076080625
OL1237129W	0	1	0	1	7063588	4	uc1.$b602256
OL1237230W	0	0	0	0		2	
OL1237240W	0	1	1	1	13136075	3	njp.32101068973518
OL12372649W	0	35	35	1	2152251	1	mdp.39015070192383|inu.30000121005601|mdp.39015070192375
OL1237318W	0	1	0	1	4253023	1	uc1.$b80880
OL12375505W	0	3	3	1	19668514	2	mdp.39015030991296|hvd.32044004490926|uc1.$b718391
OL1237683W	0	2	2	1	1618758	1	mdp.39015003488726|uc1.b4511954
OL1238040W	0	2	0	1	2087933	1	uc1.$b65574|mdp.39015062992295
OL1238065W	0	3	0	1	1153809	2	uc1.32106001801247|mdp.39015062380228|uc1.b3591847
OL1238072W	0	1	0	1	10288108	10	mdp.39015008554357
OL1238073W	0	1	0	1	12479768	10	uc1.32106005662371
OL1238093W	0	1	0	1	16934768	2	inu.32000009141344
OL1238103W	0	1	0	1	1548052	1	inu.32000009149198
OL1238110W	0	1	0	1	3505679	1	uc1.$b299880
OL1238111W	0	2	2	1	2693509	2	uc1.$b544420|mdp.39015030014743
OL1238114W	0	1	1	1	1946534	1	njp.32101066458074
OL1238116W	0	1	0	1	1891796	1	mdp.39015030734407
OL1238118W	0	1	0	1	3103519	3	pst.000024776691
OL1238119W	0	5	5	1	176034	4	uc2.ark:/13960/t5k93661b|hvd.hnn8uw|uc1.b3459411
OL123816W	0	1	0	1	10985486	5	mdp.39015048888963
OL1238456W	0	2	0	1	1015487	1	uc1.$b601965|mdp.39015026815228
OL1238466W	0	0	0	0		1	
OL1238539W	0	1	0	1	1610993	1	uiug.30112070100380
OL1238542W	0	0	0	0		1	
OL1238543W	0	1	0	1	20340968	2	uc1.b3174927
OL1238544W	0	1	0	1	11967068	4	cub.u183039234979
OL1238549W	0	0	0	0		1	
OL1238551W	0	1	0	1	1805807	1	mdp.39015021714012
OL1238552W	0	0	0	0		1	
OL1238553W	0	0	0	0		1	
OL1238554W	0	1	0	1	1610952	1	mdp.39015063952629
OL1238558W	0	0	0	0		2	
OL1238559W	0	1	0	1	1612408	3	mdp.39015021714020
OL1238561W	0	1	0	1	1806045	1	mdp.39015030376498
OL12389289W	0	0	0	0		1	
OL12391821W	0	0	0	0		1	
OL12394883W	0	0	0	0		1	
OL12395027W	0	3	3	1	1168487	1	uc1.b3687361|mdp.39015013786556|mdp.39015027743569
OL12402674W	0	1	0	1	6008510	2	uva.x000887316
OL12406572W	0	0	0	0		1	
OL12406586W	0	0	0	0		1	
OL1241864W	0	2	0	1	20756369	6	ien.35556020917431|inu.30000000804538
OL1242091W	0	0	0	0		2	
OL1242208W	0	1	0	1	1807640	1	ucbk.ark:/28722/h2mw2938c
OL1242270W	0	0	0	0		1	
OL1242322W	0	1	0	1	18052547	3	uc1.32106018121068
OL1242535W	0	1	0	1	24173675	2	inu.30000026335004
OL1242568W	0	1	0	1	50674316	4	inu.30000088034354
OL1242572W	0	1	0	1	26320445	4	uc1.$b711459
OL1242578W	0	0	0	0		8	
OL1242627W	0	0	0	0		2	
OL1242663W	0	0	0	0		6	
OL1242673W	0	0	0	0		1	
OL1242717W	0	0	0	0		7	
OL1242730W	0	0	0	0		4	
OL1242731W	0	0	0	0		10	
OL1242760W	0	1	0	1	14128959	5	inu.39000001094593
OL1242774W	0	1	0	1	1807563	1	uiug.30112004965361
OL1242775W	0	1	0	1	570602	4	mdp.39015011546291
OL1242776W	0	1	0	1	1117343	8	umn.31951002063838p
OL1242787W	0	1	0	1	12665257	7	uc1.32106007369272
OL1242792W	0	1	0	1	1959738	3	mdp.39015033486872
OL1242804W	0	1	0	1	1998243	8	coo.31924027463847
OL1242809W	0	1	0	1	24309933	4	uc1.b4880087
OL1242810W	0	1	0	1	19228311	5	uc1.$b267467
OL1242816W	0	1	0	1	1823221	8	uc1.$b80899
OL1242831W	0	1	0	1	2107979	7	uc1.32106011414163
OL1242834W	0	1	0	1	3729420	5	mdp.39015000581382
OL1242842W	0	0	0	0		3	
OL1242851W	0	1	0	1	52992429	8	inu.30000092650880
OL1242854W	0	1	0	1	2438079	8	uc1.32106011414064
OL1242859W	0	1	0	1	3812121	3	ien.35556007976244
OL1242860W	0	1	0	1	22892157	3	wu.89037844156
OL1242861W	0	1	0	1	1171202	6	uc1.b3752268
OL1242865W	0	0	0	0		8	
OL1242871W	0	1	0	1	15813483	7	uc1.32106011414080
OL1242872W	0	2	0	1	15487202	4	uc1.b4974823|mdp.39015025820864
OL1242876W	0	1	0	1	2931687	7	mdp.39015033493639
OL1242878W	0	1	0	1	1006163	7	mdp.39015005749679
OL1242879W	0	0	0	0		10	
OL1242881W	0	0	0	0		5	
OL1242882W	0	0	0	0		5	
OL1242883W	0	0	0	0		6	
OL1242891W	0	2	0	1	3868902	5	mdp.39015010298746|uc1.b3752212
OL1242894W	0	1	0	1	21227521	10	uc1.32106014863424
OL1242895W	0	1	0	1	51872372	9	inu.30000076366453
OL12428998W	0	0	0	0		2	
OL1242903W	0	1	0	1	1447697	9	uc1.31822004158002
OL1242910W	0	0	0	0		10	
OL1242915W	0	0	0	0		8	
OL1242917W	0	1	0	1	14194541	3	uc1.$b396081
OL1242918W	0	1	0	1	1823237	5	uc1.$b80892
OL1242924W	0	0	0	0		5	
OL1242928W	0	1	0	1	1807036	10	mdp.39015033486856
OL1242934W	0	1	0	1	14194357	10	mdp.39015063929684
OL1242935W	0	1	0	1	23178113	9	mdp.49015002789627
OL1242936W	0	1	1	1	12030795	10	uc1.$b16654
OL1242942W	0	1	0	1	19354333	10	wu.89031818651
OL1242944W	0	1	0	1	1807702	8	uc1.b3752250
OL1242946W	0	1	0	1	15252778	10	uc1.32106007884882
OL1243671W	0	1	1	1	4031803	1	umn.31951002454880z
OL1243679W	0	0	0	0		1	
OL1243687W	0	0	0	0		1	
OL1243706W	0	0	0	0		1	
OL1243708W	0	0	0	0		2	
OL1243709W	0	1	0	1	2339212	2	uc1.$b323462
OL1243712W	0	1	0	1	1719081	2	mdp.39015030948486
OL1243713W	0	1	0	1	2274794	1	uc1.b3346107
OL1244372W	0	0	0	0		1	
OL12445291W	0	0	0	0		1	
OL12449569W	0	0	0	0		1	
OL12454176W	0	0	0	0		1	
OL1245480W	0	0	0	0		1	
OL1245530W	0	1	0	1	2050938	1	uc1.31822026297721
OL1245554W	0	0	0	0		2	
OL1245564W	0	1	0	1	11186531	3	inu.39000000675608
OL1245569W	0	1	0	1	2199329	10	mdp.39015008227954
OL1246148W	0	1	0	1	738879	1	uc1.$b311946
OL12462W	0	0	0	0		2	
OL12464725W	0	0	0	0		1	
OL1246859W	0	2	2	1	6022677	4	mdp.39015030353620|wu.89099436701
OL1247134W	0	0	0	0		1	
OL1247191W	0	1	1	1	2910680	2	mdp.39015002083684
OL12472W	0	1	0	1	17777237	1	inu.30000114413291
OL12473W	0	2	0	1	844269	5	uc1.$b104828|mdp.39015006563400
OL1247769W	0	2	0	1	347237	2	txu.059173025294347|uc1.$b726320
OL1248157W	0	1	0	1	15505591	9	mdp.39015063978186
OL1248288W	0	2	0	1	11276056	4	txu.059172100191682|mdp.39015010296807
OL1248289W	0	1	0	1	2751578	6	inu.32000005008307
OL1248290W	0	1	0	1	19289529	9	pst.000031407458
OL1248564W	0	0	0	0		1	
OL1249179W	0	2	0	1	13921	2	uc1.$b662451|uc1.$b431790
OL1249184W	0	5	0	1	321182	4	mdp.39015008273487|mdp.39015065686894|mdp.39015035767147
OL1249517W	0	1	0	1	1289264	10	wu.89095327714
OL1249540W	0	1	0	1	1343642	4	mdp.39015002984352
OL1249570W	0	2	0	1	1162190	5	mdp.39015002755752|uc1.$b105529
OL1249571W	0	1	0	1	774508	4	mdp.49015001001941
OL1249573W	0	1	1	1	299004	10	mdp.39015014689973
OL1249729W	0	1	0	1	9736678	1	mdp.39015038158435
OL1249815W	0	1	0	1	11377948	10	uva.x001295526
OL1249816W	0	1	0	1	12157049	8	uc1.31822024611824
OL1250194W	0	1	0	1	1545040	6	wu.89016802225
OL1251506W	0	0	0	0		1	
OL1251507W	0	1	0	1	8853782	1	mdp.39015005907079
OL1251583W	0	2	0	1	1711381	3	mdp.39015007028247|uc1.b4517569
OL1251591W	0	1	0	1	1201197	2	uga1.32108005560241
OL1251716W	0	5	0	1	2463154	3	uc1.32106001654463|mdp.39015004033539|mdp.39015005780294
OL1252083W	0	0	0	0		1	
OL1252084W	0	0	0	0		1	
OL12520851W	0	0	0	0		1	
OL12523872W	0	3	3	1	2987867	1	nc01.ark:/13960/t51g3ph4c|mdp.39015024965777|coo1.ark:/13960/t1mg85d99
OL1252585W	0	5	5	1	4854074	1	uc2.ark:/13960/t09w09d4k|mdp.39015059377492|uc1.$b300864
OL1252616W	0	3	3	1	365022	8	uc2.ark:/13960/t9571c024|mdp.49015002772011|mdp.39015059377633
OL1252617W	0	3	3	1	1042126	10	uc2.ark:/13960/t59c6sv0r|uc1.b4094445|uva.x000211882
OL1252620W	0	0	0	0		1	
OL1253242W	0	1	1	1	252524	1	mdp.39015004187681
OL1253244W	0	2	2	1	2115825	1	hvd.32044019769264|nyp.33433075723894
OL1253247W	0	1	1	1	2115868	2	nyp.33433105401958
OL1253255W	0	2	2	1	256453	1	uc2.ark:/13960/t9r20v31z|mdp.39015004185602
OL1253259W	0	1	1	1	2155002	1	uiuo.ark:/13960/s2bhzmz36jc
OL1253268W	0	2	2	1	1807588	3	uc2.ark:/13960/t6445kd5s|nyp.33433075744858
OL1253269W	0	0	0	0		4	
OL1253282W	0	2	2	1	5338172	8	uc2.ark:/13960/t4qj79t1j|osu.32435008630394
OL1253285W	1	0	0	0		10	
OL1253426W	0	2	0	1	3852501	1	txu.059173024445527|uc1.$b730930
OL1253453W	0	1	0	1	1867903	5	txu.059173027989930
OL1253563W	0	0	0	0		2	
OL1254139W	0	0	0	0		1	
OL1254164W	0	1	1	1	597980	1	uc1.31822013293097
OL1254426W	0	1	0	1	602290	1	uc1.$b302174
OL1254914W	0	1	0	1	12213854	10	osu.32435008470148
OL1254915W	0	1	0	1	1633604	9	osu.32435007661903
OL1255355W	0	1	1	1	11512547	3	uc1.$b312543
OL12555116W	0	2	2	1	28551808	1	hvd.32044081344111|mdp.39015057240627
OL1255846W	0	1	0	1	4711039	1	uc1.$b233535
OL1255847W	0	0	0	0		1	
OL1256040W	0	0	0	0		1	
OL1256449W	0	0	0	0		1	
OL1256491W	0	0	0	0		1	
OL1256660W	0	2	0	1	10696269	3	uc1.32106007063222|mdp.39015008707930
OL1256742W	0	1	0	1	1315391	1	mdp.39076002244270
OL1256756W	0	1	0	1	8891243	5	pst.000033671406
OL1256781W	0	0	0	0		1	
OL1256792W	0	0	0	0		4	
OL1256793W	0	0	0	0		6	
OL1257058W	0	0	0	0		1	
OL1257061W	0	1	1	1	1653423	1	uc1.b3547991
OL1257208W	0	0	0	0		5	
OL1257215W	0	1	0	1	3131055	4	wu.89018349456
OL1257233W	0	1	0	1	2348247	3	uva.x000507225
OL12579558W	0	0	0	0		1	
OL1258053W	0	0	0	0		1	
OL1258080W	0	2	0	1	954479	1	mdp.39015002711433|uc1.b4089904
OL1258105W	0	1	1	1	1934718	1	inu.32000001881400
OL1258109W	0	1	1	1	1191483	3	mdp.39015002711458
OL1258117W	0	1	0	1	298878	1	mdp.39015002711664
OL1258118W	0	0	0	0		1	
OL1258122W	0	0	0	0		1	
OL1258123W	0	0	0	0		2	
OL1258124W	0	2	0	1	782687	3	mdp.39015002711409|uc1.$b104376
OL1258128W	0	1	1	1	6483183	4	uc1.$b243988
OL12583W	0	1	0	1	171768	1	mdp.39015071597317
OL12587W	0	1	0	1	283117	2	mdp.39015008865480
OL12588976W	0	0	0	0		1	
OL12588W	0	0	0	0		3	
OL1258921W	0	3	0	1	1411484	2	mdp.39015032874011|uc1.b3984032|uc1.b3516484
OL12589W	0	2	0	1	490114	2	mdp.39015030742434|mdp.39015071597630
OL12590W	0	1	0	1	1443750	5	mdp.39015030742319
OL1259155W	0	1	0	1	1730920	2	mdp.39015019752230
OL12591W	0	1	0	1	168190	4	mdp.39015030742251
OL1259234W	0	1	0	1	234328371	3	mdp.39015027950610
OL12592W	0	2	0	1	1373231	6	uc1.b4451786|mdp.39015058014278
OL12593W	0	2	0	1	12971329	10	uc1.32106002101316|uc1.b4097395
OL1259573W	0	2	0	1	10245354	5	mdp.39015000540115|uc1.b4089981
OL1259806W	0	4	4	1	2381702	9	mdp.39015004961499|mdp.39015065539606|gri.ark:/13960/s2jg749x5ms
OL1260910W	0	1	0	1	2383041	6	mdp.39015013293694
OL126119W	0	1	0	1	1813979	2	uc1.$b106055
OL1261616W	0	1	0	1	17678	9	mdp.39015002254095
OL126161W	0	0	0	0		1	
OL126162W	0	2	2	1	5258836	2	hvd.hx5ehu|nyp.33433076066228
OL1261677W	0	1	1	1	381617	2	uva.x000311270
OL12617234W	0	0	0	0		1	
OL1262001W	0	0	0	0		1	
OL1262014W	0	0	0	0		1	
OL1262015W	0	0	0	0		3	
OL1262018W	0	1	0	1	2748391	1	uc1.$b799073
OL1262019W	0	0	0	0		1	
OL1262662W	0	1	1	1	2039309	1	uc1.$b168522
OL1262665W	0	1	0	1	9386833	4	osu.32435008256604
OL12626W	0	1	0	1	299282	1	ufl.31262045776175
OL12627W	0	0	0	0		2	
OL126424W	0	3	0	1	280360	1	mdp.39015050556458|uc1.b3687352|uc1.b4097527
OL12645W	0	0	0	0		7	
OL1264942W	0	2	2	1	19755155	2	wu.89088979620|uc2.ark:/13960/t70v8dt41
OL1265682W	0	1	1	1	6764389	6	wu.89005189246
OL1265691W	0	1	0	1	1895163	5	uc1.$b186920
OL1265801W	0	0	0	0		1	
OL1266359W	0	2	2	1	6574806	3	hvd.hn1i1d|mdp.39015005003275
OL1266369W	0	0	0	0		2	
OL1266375W	0	0	0	0		2	
