work_key	title	author_keys	subject_keys_str	first_publish_year	canonical	author_name	scope_flag	goodreads_resolution_status	goodreads_candidate_count	goodreads_strongest_title_evidence	selected_goodreads_work_id	selected_title_match_type	selected_author_match_quality	selected_goodreads_author	selected_gr_original_title	selected_gr_original_publication_year	review_needed
/works/OL10356096W	La femme et le pantin	/authors/OL124895A	control_psychology;fiction;manipulative_behavior;masochism;relationship_addiction	1898	0	Pierre Louÿs	out_lang	AUTO_MATCH_HIGH	1	WORK_FULL	1031064	WORK_FULL	EXACT_NAME	Pierre Louys	La Femme Et Le Pantin	1898	0
/works/OL11016717W	Lamb in his bosom	/authors/OL838091A	fiction	1933	0	Caroline Pafford Miller	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	259320	WORK_FULL	GIVEN_NAME_COMPATIBLE	Caroline Miller	Lamb in His Bosom	1933	0
/works/OL11020633W	The story-tellers art	/authors/OL2386618A	short_stories;short_story;stories_and_story_telling	1898	0	Charity Dye	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1103740W	Dead Ned	/authors/OL113831A	africa_fiction;discoveries_in_geography;discovery_and_exploration;fiction;fiction_action_adventure;fiction_historical_general;fiction_in_english	1938	0	John Masefield	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	3172166	WORK_FULL	EXACT_NAME	John Masefield	Dead Ned	1938	0
/works/OL11478921W	Jack's insects	/authors/OL4832905A	insects;juvenile_fiction	1910	0	Edmund Selous	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1169453W	Queens of the circulating library	/authors/OL118197A	english_fiction	1950	0	Felix Alan Walbank	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1185375W	They call it patriotism	/authors/OL119744A	fiction	1932	0	Bruno Brehm	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL12141196W	Swamp water	/authors/OL5268296A	fiction_general	1941	0	Vereen Bell	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1
/works/OL12247206W	Bright days in the old plantation time	/authors/OL5344564A	fiction;plantation_life	1882	0	Mary Rose Banks	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL12313613W	On wings of destiny	/authors/OL5395405A	fiction	1940	0	Victoria Lopez de Araneta	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1
/works/OL1253281W	Lord Tony's Wife	/authors/OL126562A	adventure_stories;blakeney_percy_sir_fictitious_character_fiction;blakeney_percy_sir_fictitious_character_fiction;british;british_france_fiction;fiction;fiction_action_adventure;fiction_general;fiction_historical_general;france_fiction;france_history_revolution_1789_1799_fiction;france_history_revolution_1789_1799_fiction;historical_fiction;history;nobility;russia;russia_glavnoe_upravlenie_zemleustro_stva_i_zemledi_eli_a_otdi_el_zemel_nykh_uluchsheni;school_hygiene;sir_blakeney_percy_fictitious_character	1917	0	Orczy, Emmuska Orczy	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	943284	WORK_FULL	GIVEN_NAME_COMPATIBLE	Emmuska Orczy	Lord Tony's Wife	1917	0
/works/OL13132146W	The Golden Dog (le Chien D'or): A Romance of the Days of Louis Quinze in Quebec	/authors/OL6025811A	fiction;history	1897	0	William Kirby F.R.S.C.	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1337091W	Three Men and a Maid	/authors/OL136197A	classic_literature;fiction	1922	0	P. G. Wodehouse	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	2736880	WORK_FULL	EXACT_NAME	P.G. Wodehouse	Three Men and a Maid	1922	0
/works/OL1337117W	Ukridge	/authors/OL136197A	fiction;fiction_general;fiction_in_english;stanley_featherstonehaugh_ukridge_fictitious_character	1924	0	P. G. Wodehouse	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	3331766	WORK_FULL	EXACT_NAME	P.G. Wodehouse	Ukridge	1924	0
/works/OL1442156W	The daring young man on the flying trapeze, and other stories	/authors/OL151016A	american_fiction_fictional_works_by_one_author;american_short_stories;armenian_americans;fiction;manners_and_customs;social_life_and_customs	1934	0	Saroyan, William	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	28855	WORK_FULL	EXACT_NAME	William Saroyan	The Daring Young Man on the Flying Trapeze: And Other Stories	1934	0
/works/OL1454895W	Chel	/authors/OL153463A	fiction;mountain_life	1913	0	Spyri, Johanna	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL145489W	A Newport aquarelle	/authors/OL2001206A	fiction	1883	0	Maud Howe Elliott	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1455038W	Moni the goat boy, and other stories	/authors/OL153463A	children_s_stories_swiss_german;fiction;mountain_life;short_stories;switzerland;translations_into_english	1906	0	Spyri, Johanna	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1458276W	To arms!	/authors/OL154178A	fiction;world_war_1914_1918	1918	0	Tinayre, Marcelle	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL147978W	The Salem frigate	/authors/OL2198662A	books;fiction;history;reviews;united_states_tripolitan_war_1801_1805;united_states_war_of_1812	1946	0	Jennings, John	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL15150144W	Raggedy Ann stories	/authors/OL160910A	dolls;fiction	1947	0	Johnny Gruelle	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	2374296	WORK_FULL	EXACT_NAME	Johnny Gruelle	Raggedy Ann Stories	1918	0
/works/OL15155626W	Walt Disney's Pinocchio	/authors/OL831024A;/authors/OL162098A	fiction;juvenile_audience;juvenile_fiction;juvenile_works;puppets	1948	0	Campbell Grant	in_scope	NO_AUTHOR_SUPPORT	2	BOOK_FULL							1
/works/OL151881W	On Christmas Eve	/authors/OL22122A	children_s_fiction;christmas;christmas_fiction;christmas_stories;fiction	1938	0	Margaret Wise Brown	in_scope	AUTO_MATCH_HIGH	4	WORK_FULL	209446	WORK_FULL	EXACT_NAME	Margaret Wise Brown	On Christmas Eve	1961	0
/works/OL1527021W	The search for the silver city	/authors/OL162073A	accidents;adventure_stories;brothers_and_sisters;conduct_of_life;festivals;indians_of_north_america;juvenile_fiction;sailing;seafaring_life;voyages_and_travels;youth	1893	0	Otis, James	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1531468W	Eagle-feather	/authors/OL162491A	fiction	1933	0	Catherine I. Dodd	in_scope	NO_AUTHOR_SUPPORT	1	WORK_FULL							1
/works/OL15381081W	This One Night	/authors/OL232498A	1940s;contemporary;english;fiction;fiction_romance_general;romance	1942	0	Robins, Denise	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1
/works/OL15389642W	This strange adventure	/authors/OL22028A	families;fiction;man_woman_relationships	1929	0	Mary Roberts Rinehart	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL157650W	El capitán Veneno	/authors/OL4280768A	fiction;readers;spanish_fiction;spanish_language;spanish_language_material;spanish_literature	1894	0	Pedro Antonio de Alarcón	out_lang	AUTO_MATCH_HIGH	1	BOOK_FULL	7178564	BOOK_FULL	EXACT_NAME	Pedro Antonio de Alarcon		1881	0
/works/OL16087053W	The wars of Alexander	/authors/OL738115A;/authors/OL1070041A	romances;romances_legends	1886	0	Leo	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1639819W	The world's delight	/authors/OL182758A	fiction	1929	0	Fulton Oursler	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL16886256W	The submarine boys and the smugglers	/authors/OL784644A	adventure_stories;fiction;submarines_ships	1912	0	Victor G. Durham	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1719790W	By the Shores of Silver Lake	/authors/OL197120A	19e_si_cle;award_newbery_award;children_s_fiction;familia;familie;families;family;family_fiction;family_life;family_life_fiction;fiction;frontera_y_exploradores;frontier_and_pioneer_life;frontier_and_pioneer_life_fiction;juvenile_fiction;manners_and_customs;minnesota_fiction;newbery_honor;north_dakota_fiction;novela_juvenil;pionniers;social_life_and_customs;treck;vida;vida_fronteriza_y_pionera;west_u_s_fiction	1924	0	Wilder, Laura Ingalls	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	2933942	WORK_FULL	EXACT_NAME	Laura Ingalls Wilder	By the Shores of Silver Lake	1939	0
/works/OL17647354W	Peggy Owen, patriot	/authors/OL7369846A	fiction;history	1910	0	Lucy Foster Madison	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL17665927W	Helen Carey	/authors/OL2413823A	adventure;boat;cattle_rustlers;children;cowboys;e_book;farm_life;fiction;flapjacks;hardcover;horses;juvenile;literature;martha_trent;novels;pasture;teens;tenderfoots;travel;tweens;ya;young_adult	1918	0	Martha Trent	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL17694368W	Stronghand	/authors/OL1153298A	disinheritance;fiction	1887	0	Aimard, Gustave	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL17720252W	Without blemish	/authors/OL1380338A	fiction;racially_mixed_people	1886	0	Jeannette H. Walworth	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1794902W	A Deal In Wheat And Other Stories	/authors/OL215713A	fiction;social_life_and_customs;western_stories	1903	0	Frank Norris	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL18068696W	With Juliet in England	/authors/OL18870A	fiction	1907	0	Grace S. Richmond	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL181192W	I can get it for you wholesale	/authors/OL2179558A	american_drama_dramatic_works_by_one_author;clothing_trade;clothing_workers;depressions;fiction	1937	0	Jerome Weidman	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	944370	WORK_FULL	EXACT_NAME	Jerome Weidman	I Can Get It For You Wholesale	1937	0
/works/OL183471W	The lost violin	/authors/OL2180047A	czechs;juvenile_fiction	1947	0	Clara Ingram Judson	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1890316W	Seraph on the Suwanee, a novel	/authors/OL226273A	american_fiction_fictional_works_by_one_author;fiction;florida_fiction;florida_fiction;large_type_books;poor;poor_florida_fiction;white_people;whites;whites_florida_fiction	1948	0	Hurston, Zora Neale.	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1937625W	The Uncertain Heart	/authors/OL232498A	1940s;contemporary;english;english_fiction;fiction;fiction_general;large_type_books;love_triangle;romance	1949	0	Robins, Denise	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1948508W	Five Fall into Adventure	/authors/OL233814A	adventure_and_adventurers;adventure_and_adventurers_fiction;adventure_stories;children_grades_4_6;children_s_books_all_ages;children_s_fiction;children_s_stories;detective_and_mystery_stories;famous_five;famous_five_fictitious_characters;fiction;fiction_general;general;interactive_adventure;juvenile_fiction;large_type_books;litt_rature_pour_la_jeunesse;missing_persons;mystery_and_detective_stories;roman_pour_la_jeunesse;spanish_grades_4_7;tsiganes	1950	0	Enid Blyton	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	1550630	WORK_FULL	EXACT_NAME	Enid Blyton	Five Fall into Adventure	1949	0
/works/OL1952550W	Hellbox	/authors/OL234170A	fiction;large_type_books;manners_and_customs;social_life_and_customs	1947	0	O'Hara, John	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL1960077W	The town	/authors/OL235310A	cities_and_towns;fiction;fiction_general;frontier_and_pioneer_life;history;pulitzer_prizes	1950	0	Conrad Richter	in_scope	AUTO_MATCH_HIGH	11	WORK_FULL	111194	WORK_FULL	EXACT_NAME	Conrad Richter	The Town	1950	0
/works/OL20542159W	Rogue's March	/authors/OL2172573A	fiction;king_s_mountain_battle_of_s_c_1780;king_s_mountain_battle_of_south_carolina_1780_fast_ocolc_fst01404568	1949	0	Maristan Chapman	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1
/works/OL205950W	Law and outlaw	/authors/OL2411050A	fiction;outlaws;outlaws_in_fiction	1921	0	Sidgwick, Alfred	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL20658361W	Daughter At Home	/authors/OL2027719A	fiction;romance	1939	0	Dorothy Phoebe Ansle	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL20802W	Maggie, a child of the streets	/authors/OL24527A	fiction;poor_families;poor_women;prostitutes;slums;suicide_victims	1896	0	Crane, Stephen	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL2103973W	Uncle Piper of Piper's Hill	/authors/OL260167A	fiction	1891	0	Tasma	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	18061252	WORK_FULL	EXACT_NAME	Tasma	Uncle Piper of Piper's Hill	1889	0
/works/OL211519W	Riders up!	/authors/OL2423066A	fiction;horse_racing	1922	0	Gerald Beaumont	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL22065786W	The hermit of the Culebra Mountains, or, The adventures of two schoolboys in the far West	/authors/OL1181462A	boys;fiction	1904	0	McNeil, Everett	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL2254756W	The year of jubilo	/authors/OL293005A	families;family;fiction;girls;juvenile_fiction;vacation_homes;winter	1940	0	Ruth Sawyer	in_scope	AUTO_MATCH_HIGH	2	WORK_FULL	777445	WORK_FULL	EXACT_NAME	Ruth Sawyer	The Year of Jubilo	1940	0
/works/OL2340064W	1791: a tale of San Domingo	/authors/OL316829A	catholics;fiction;fiction_historical_general;fiction_war_military;haiti_fiction;history	1890	0	E. W. Gilliam	in_scope	NO_AUTHOR_SUPPORT	1	WORK_BASE							1
/works/OL2340244W	The art of writing & speaking the English language	/authors/OL316849A	authorship;books_and_reading;composition;english_language;grammar;idioms_corrections_errors;journalism;rhetoric;short_stories;usage	1903	0	Sherwin Cody	in_scope	AUTO_MATCH_HIGH	1	BOOK_FULL	6293077	BOOK_FULL	EXACT_NAME	Sherwin Cody	The Art of Writing and Speaking the English Language	2007	0
/works/OL235776W	The perfect tribute	/authors/OL2516407A	consecration_of_cemeteries;fiction;history	1906	0	Mary Raymond (Shipman) Andrews	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	1511660	WORK_FULL	EXACT_NAME	Mary Raymond Shipman Andrews	The Perfect Tribute	1906	0
/works/OL24293W	The boy Lincoln	/authors/OL25979A	juvenile_fiction;pioneer_children;presidents	1905	0	William Osborn Stoddard	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL2462434W	The Tenant of Wildfell Hall / Agnes Grey	/authors/OL342487A	alcoholism;fiction;landlord_and_tenant;married_women	1914	0	Anne Brontë	in_scope	AUTO_MATCH_HIGH	1	WORK_FULL	13286152	WORK_FULL	EXACT_NAME	Anne Bronte	The Tenant of  Wildfell Hall; Agnes Grey	1848	0
/works/OL28382W	Kaleidoscope	/authors/OL26439A	german;german_short_stories;short_stories	1934	0	Stefan Zweig	in_scope	NO_AUTHOR_SUPPORT	32	WORK_FULL							1
/works/OL28596979W	Five Children and It, The Phoenix and the Carpet, and The Story of the Amulet	/authors/OL18053A	amulets;fairies;fairy_tales;juvenile_fiction;wishes	1930	0	E. Nesbit	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL2957120W	Clara Barton	/authors/OL451544A	barton_clara_1821_1912;biography;juvenile_fiction;women	1946	0	Augusta Stevenson	in_scope	REVIEW_BASE	14	BOOK_FULL	3212276	BOOK_BASE	EXACT_NAME	Augusta Stevenson	Clara Barton, girl nurse (Childhood of Famous Americans)	1946	1
/works/OL31807554W	The shortest street	/authors/OL2327478A	community_life;fiction	1937	0	Jean Randall	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL318899W	Ajniḥah al-mutakassirah	/authors/OL2890A;/authors/OL11452057A;/authors/OL3127830A	arabic_prose_poems;fiction;fiction_general;lebanese;literature;translations_into_english;young_women	1912	0	Gibran, Kahlil	out_lang	NO_TITLE_CANDIDATE	0								0
/works/OL32031951W	John Splendid	/authors/OL215771A	fiction;history	1898	0	Neil Munro	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32089695W	Westward ho!, or, The voyages and adventures of Sir Amyas Leigh, knight, of Burrough, in the county of Devon, in the reign of Her Most Glorious Majesty, Queen Elizabeth	/authors/OL2622296A	adventure_stories;animals;birds;clergy;conduct_of_life;history;hunting_stories;juvenile_fiction;kings_and_rulers;mayors;queens;statesmen;voyages_and_travels;youth	1882	0	Charles Kingsley	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32092085W	Little Miss Crosspatch		brothers_and_sisters;children;children_and_death;chronically_ill_children;conduct_of_life;juvenile_fiction;maiden_aunts;motherless_families;temper;tuberculosis	1898	0		in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32092942W	Obeying orders and other stories	/authors/OL2573289A	children;children_s_stories;conduct_of_life;juvenile_fiction	1880	0	Brown, E. E.	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32093542W	Light on shadowed paths	/authors/OL177692A	angels;brothers_and_sisters;children;christian_life;clergy;conduct_of_life;death;juvenile_fiction;physicians;poets	1891	0	Arthur, T. S.	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32094477W	Under the snow	/authors/OL317459A	adventure_stories;children;christian_life;conduct_of_life;gentry;juvenile_fiction;rescues;snow;voyages_and_travels	1894	0	Katharine S. Macquoid	in_scope	NO_AUTHOR_SUPPORT	2	WORK_FULL							1
/works/OL32094618W	A pleasure book for our darlings	/authors/OL8532624A	animals;children;children_s_stories;conduct_of_life;juvenile_fiction	1882	0	John	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32096254W	Favourite tales for the nursery		children;children_s_stories;conduct_of_life;juvenile_fiction	1890	0		in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32096272W	Mr. Lipscombe's apples	/authors/OL11644027A	accidents;brothers_and_sisters;children;conduct_of_life;friendship;good_and_evil;intergenerational_relations;invalids;juvenile_fiction	1891	0	Julia Goddard	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32098078W	The children's band, or, The trial of Paul's faith	/authors/OL5110886A	children;christian_life;conduct_of_life;death;faith;glory_of_god;juvenile_fiction;mothers_and_sons;poverty;violin	1890	0	Isabel Plunket	in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL32146508W	The voice	/authors/OL11593178A	american_fiction;aphrodisiacs;fiction;man_woman_relationships;social_life_and_customs	1912	0	Margaret Deland	in_scope	NO_AUTHOR_SUPPORT	14	WORK_FULL							1
/works/OL32629549W	Helbeck of Bannisdale	/authors/OL2657563A	english_fiction	1898	0	Ward, Humphry	in_scope	REVIEW_SURNAME_ONLY	1	WORK_FULL	16756404	WORK_FULL	SURNAME_ONLY	Mary Augusta Ward	Helbeck of Bannisdale	1898	1
/works/OL32849888W	After bread	/authors/OL33439A	emigration_and_immigration;fiction	1897	0	Henryk Sienkiewicz	in_scope	SURNAME_ONLY_REMAINDER	1	BOOK_BASE							1
/works/OL32873326W	Young Hopeful's schooldays, or, The secret of the seventh oak		english_fiction	1894	0		in_scope	NO_TITLE_CANDIDATE	0								0
/works/OL33119429W	Blindness	/authors/OL120498A	art_students;blind;fiction	1926	0	Green, Henry	in_scope	AUTO_MATCH_HIGH	5	WORK_FULL	3073982	WORK_FULL	EXACT_NAME	Henry Green	Blindness	1926	0
/works/OL33121077W	A moment of time	/authors/OL957796A	english_fiction;welsh_authors	1926	0	Richard Hughes	in_scope	NO_AUTHOR_SUPPORT	1	BOOK_FULL							1
