work_id	htid_count	oclc_variants	title_htrc	date_htrc	prob80_max	englishpct_max	htids	wk_norm	match_method	match_score
OL1487535W	4	2	The rebel queen;	1893	0.9	1.0	mdp.39015063942703|uiuo.ark+=13960=t22b9b93f|uiuo.ark+=13960=t39z9g788|uiuo.ark+=13960=t5bc48z0f	/works/OL1487535W	oclc	
OL1487538W	5	2	The world went very well then	1888	0.89	1.0	uc1.b247328|uc2.ark+=13960=t9668ck3v|uiuo.ark+=13960=t10p1bb0z|uiuo.ark+=13960=t6640131x|uiuo.ark+=13960=t9s187v3b	/works/OL1487538W	oclc	
OL1487542W	1	1	For faith and freedom	1903	0.55	1.0	uc2.ark+=13960=t83j3d13f	/works/OL1487542W	oclc	
OL1487543W	9	2	The ivory gate	1892	0.9	1.0	uc1.b3321924|uc1.b3321925|uc1.b3321926|uiuo.ark+=13960=t2b85jn7m|uiuo.ark+=13960=t2g73pg2r|uiuo.ark+=13960=t7np2c71f|dul1.ark+=13960=t5bc4n77z|mdp.39015063942562|nyp.33433074939731	/works/OL1487543W	oclc	
OL1487721W	11	1	Alas!	1890	0.84	1.0	njp.32101067630879|njp.32101067630887|njp.32101067630895|uc1.b4104685|uc1.b4104686|uc1.b4104687|uc2.ark+=13960=t0tq5wj5q|uc2.ark+=13960=t4gm8j30f|uc2.ark+=13960=t5gb23099|uiuo.ark+=13960=t4zg6x20r|uiuo.ark+=13960=t7sn0g57t	/works/OL1487721W	oclc	
OL1487722W	2	1	Dear Faustina	1897	0.88	1.0	uc1.b3321964|uc2.ark+=13960=t1dj5hp5s	/works/OL1487722W	oclc	
OL1487732W	2	1	Belinda	1899	0.9	0.999	uc1.b248891|uc2.ark+=13960=t1td9qp73	/works/OL1487732W	oclc	
OL14877882W	1	1	Salome	1907	0.53	0.997	loc.ark+=13960=t4jm2xr4s	/works/OL14877882W	oclc	
OL1487843W	2	1	Orion, the gold beater;	1896	0.9	0.999	uc1.b248936|uc2.ark+=13960=t5h99251w	/works/OL1487843W	oclc	
OL1487845W	2	1	The gun-maker of Moscow	1890	0.83	1.0	uc1.b248932|uc2.ark+=13960=t4gm84b8g	/works/OL1487845W	oclc	
OL1487929W	4	2	Ardath	1889	0.9	1.0	uiuo.ark+=13960=t4sj1ss4p|uiuo.ark+=13960=t7xk8mz00|uiuo.ark+=13960=t8cg01k08|nyp.33433034410229	/works/OL1487929W	oclc	
OL1487943W	2	1	The sorrows of Satan;	1896	0.89	1.0	mdp.39015013738334|uc1.b4104774	/works/OL1487943W	oclc	
OL1487959W	1	1	Ziska	1897	0.82	1.0	uc2.ark+=13960=t06w9712b	/works/OL1487959W	oclc	
OL1487967W	1	1	God's good man	1904	0.88	1.0	mdp.39015063547494	/works/OL1487967W	oclc	
OL1487972W	4	2	Holy orders	1908	0.81	1.0	uc2.ark+=13960=t0tq5tg2j|mdp.39015063547502|nyp.33433081580841|uc2.ark+=13960=t4mk6d36t	/works/OL1487972W	oclc	
OL1487975W	4	2	"""Temporal power"";"	1902	0.88	1.0	nyp.33433074944277|uc2.ark+=13960=t1fj2fq62|mdp.39015063547569|uc2.ark+=13960=t8qc00q16	/works/OL1487975W	oclc	
OL1487980W	3	3	A romance of two worlds	1886	0.89	1.0	uiuo.ark+=13960=t7cr65585|uc2.ark+=13960=t56d5v444|mdp.39015014851789	/works/OL1487980W	oclc	
OL1488315W	1	1	How and why stories	1921	0.76	0.995	uc1.b3331961	/works/OL1488315W	oclc	
OL1489081W	1	1	Hilda Strafford;	1897	0.88	0.999	mdp.39015033909956	/works/OL1489081W	oclc	
OL1489145W	1	1	The Georgians;	1904	0.9	1.0	njp.32101068178928	/works/OL1489145W	oclc	
OL1489150W	5	1	Northern Georgia sketches	1900	0.89	1.0	nc01.ark+=13960=t7gq80z0w|nyp.33433076071707|uc1.b249265|uc2.ark+=13960=t88g8gz4m|wu.89088297718	/works/OL1489150W	oclc	
OL1489154W	2	1	An unofficial patriot	1894	0.89	1.0	mdp.39015046494517|nc01.ark+=13960=t8jd5nn49	/works/OL1489154W	oclc	
OL1489382W	1	1	It is the law	1887	0.89	1.0	uc2.ark+=13960=t9t14xc6k	/works/OL1489382W	oclc	
OL1489999W	1	1	Philip Meyer's scheme	1892	0.85	1.0	mdp.39015063941655	/works/OL1489999W	oclc	
OL1490114W	3	1	The fatal three	1888	0.89	1.0	uiuo.ark+=13960=t2m62224d|uiuo.ark+=13960=t8bg37099|uiuo.ark+=13960=t9d515s4d	/works/OL1490114W	oclc	
OL1490125W	1	1	The Venetians;	1893	0.84	1.0	uc2.ark+=13960=t0gt5ng6b	/works/OL1490125W	oclc	
OL14905113W	1	1	Gulliver's travels	1914	0.76	1.0	mdp.39015013426542	/works/OL14905113W	oclc	
OL14910771W	38	2	The writings of Mark Twain	1899	0.89	1.0	inu.30000111808386|inu.30000111808436|inu.30000111808451|inu.30000111808469|inu.30000111808501|inu.30000111808527|inu.30000111808535|inu.30000111808543|inu.30000111808550|inu.30000111808568|uc1.$b557622|uc1.$b557623|uc1.b3548382|uc1.b3548383|uc1.b3548384|uc1.b3548385|uc1.b3548386|uc1.b3548387|uc1.b3548388|uc1.b3548389|uc1.b3548390|uc1.b3548391|uc1.b3548392|uc1.b3548393|uc1.b3548394|uc1.b3548395|uc1.b3548396|uc1.b3548397|uc1.b3548398|uc1.b3548399|uc1.b3548400|uc1.b3548401|uva.x000313458|uva.x000313463|uva.x000498588|uva.x000944273|uva.x004123000|uva.x004466903	/works/OL14910771W	oclc	
OL1491770W	2	1	The gray and the blue	1884	0.8	1.0	nc01.ark+=13960=t87h26t0b|nyp.33433076043045	/works/OL1491770W	oclc	
OL1491809W	3	3	A young girl's wooing	1884	0.9	1.0	mdp.39015050791733|njp.32101065710467|uc2.ark+=13960=t1wd3q30f	/works/OL1491809W	oclc	
OL1491813W	2	1	The hornet's nest	1892	0.88	1.0	mdp.39015063952884|uc2.ark+=13960=t48p5vt65	/works/OL1491813W	oclc	
OL1491816W	2	1	Miss Lou	1888	0.89	1.0	nc01.ark+=13960=t9x06qk3p|uc2.ark+=13960=t74t6fm1f	/works/OL1491816W	oclc	
OL1491922W	1	1	The waters of Caney Fork;	1898	0.89	1.0	mdp.39015070222867	/works/OL1491922W	oclc	
OL1491924W	2	1	"""By the eternal"";"	1906	0.88	1.0	mdp.39015013150928|uc2.ark+=13960=t6vx06n2g	/works/OL1491924W	oclc	
OL1491930W	2	1	An American in New York;	1905	0.88	1.0	mdp.39015063820347|uc2.ark+=13960=t6h12wj3k	/works/OL1491930W	oclc	
OL1491931W	2	1	Bolanyo;	1897	0.89	0.999	mdp.39015059420342|uc1.b4102784	/works/OL1491931W	oclc	
OL1491932W	3	1	In the Alamo	1900	0.89	1.0	mdp.39015070226264|nyp.33433075900716|uc2.ark+=13960=t55d8pq31	/works/OL1491932W	oclc	
OL1491939W	3	1	A Yankee from the West;	1898	0.89	1.0	mdp.39015070222875|nyp.33433076048176|uc1.$b803424	/works/OL1491939W	oclc	
OL1491940W	2	1	The carpetbagger;	1899	0.84	1.0	nc01.ark+=13960=t9p27pg9q|uc1.b3325734	/works/OL1491940W	oclc	
OL1491943W	2	1	A Kentucky colonel	1890	0.89	1.0	mdp.39015070226249|uc1.b4102836	/works/OL1491943W	oclc	
OL1491945W	2	1	My young master;	1895	0.89	1.0	mdp.39015059502669|uc2.ark+=13960=t6j09wr7t	/works/OL1491945W	oclc	
OL1491948W	3	1	An Arkansas planter	1896	0.89	1.0	mdp.39015059420359|uc2.ark+=13960=t2s46hg51|uc2.ark+=13960=t6g15tt73	/works/OL1491948W	oclc	
OL1492269W	1	1	For life and love	1893	0.82	1.0	uc2.ark+=13960=t1td9pd2p	/works/OL1492269W	oclc	
OL1492280W	1	1	Prince Schamyl's wooing	1892	0.86	1.0	uc1.b3327344	/works/OL1492280W	oclc	
OL1492282W	2	1	Delilah of Harlem	1893	0.89	1.0	uc1.b4104329|uc2.ark+=13960=t38050456	/works/OL1492282W	oclc	
OL14924549W	2	1	Character and comment	1889	0.79	1.0	mdp.39015031236956|uc1.b4451691	/works/OL14924549W	oclc	
OL14924690W	2	1	Their husbands' wives	1906	0.87	1.0	mdp.39015012335546|uc2.ark+=13960=fk7hq3sc63	/works/OL14924690W	oclc	
OL1492507W	2	1	Eutaw	1890	0.75	1.0	njp.32101067176279|uc1.b4105153	/works/OL1492507W	oclc	
OL1492544W	2	1	Guy Rivers;	1890	0.78	1.0	njp.32101067176295|uc1.$b441042	/works/OL1492544W	oclc	
OL1492552W	1	1	The abbatial crosier;	1908	0.8	1.0	nyp.33433075851265	/works/OL1492552W	oclc	
OL1492569W	1	1	The gold sickle;	1904	0.52	1.0	mdp.39015010692690	/works/OL1492569W	oclc	
OL1492575W	1	1	The iron trevet;	1906	0.67	1.0	uc2.ark+=13960=t43r0s94w	/works/OL1492575W	oclc	
OL1492600W	1	1	The poniard's hilt;	1907	0.62	1.0	nyp.33433075843304	/works/OL1492600W	oclc	
OL1492608W	2	1	The silver cross;	1909	0.8	1.0	njp.32101010179917|uc2.ark+=13960=t49p2xs8p	/works/OL1492608W	oclc	
OL1492611W	1	1	The brass bell;	1916	0.66	1.0	mdp.39015033494348	/works/OL1492611W	oclc	
OL1492632W	1	1	Manila romance, or, Life in the East Indies	1898	0.89	1.0	mdp.39015008709415	/works/OL1492632W	oclc	
OL1492643W	2	1	The belle of Australia;	1883	0.89	1.0	nyp.33433076092638|uc2.ark+=13960=t3610wn3j	/works/OL1492643W	oclc	
OL1492652W	2	1	Milly: at love's extremes;	1901	0.84	1.0	nyp.33433076042633|uc2.ark+=13960=t2q52fr0k	/works/OL1492652W	oclc	
OL1492663W	1	1	The boys' book of sports, and outdoor life	1886	0.5	1.0	uc1.b4503881	/works/OL1492663W	oclc	
OL1492666W	1	1	His second campaign	1883	0.9	1.0	mdp.39015063961273	/works/OL1492666W	oclc	
OL1492681W	1	1	Stories of the Cherokee hills	1898	0.88	1.0	nc01.ark+=13960=t10p1vp14	/works/OL1492681W	oclc	
OL1492683W	4	3	Alice of old Vincennes	1900	0.89	1.0	uc2.ark+=13960=t1mg7g187|nyp.33433076080732|mdp.39015004288406|uc2.ark+=13960=t8pc2v12h	/works/OL1492683W	oclc	
OL1492739W	1	1	The Manhattaners;	1895	0.89	0.999	uc2.ark+=13960=t09w09440	/works/OL1492739W	oclc	
OL1492740W	4	2	With sword and crucifix	1902	0.89	1.0	uc2.ark+=13960=t75t3gm7x|nyp.33433076041478|uc1.b4102937|uc2.ark+=13960=t7fq9rv4n	/works/OL1492740W	oclc	
OL1492745W	3	1	Katy of Catoctin;	1886	0.9	1.0	mdp.39015063927068|nc01.ark+=13960=t2m624g15|uc2.ark+=13960=t9j38m55d	/works/OL1492745W	oclc	
OL1492773W	2	1	Tales of the Chesapeake	1880	0.87	1.0	mdp.39015063927084|nyp.33433074792643	/works/OL1492773W	oclc	
OL1492891W	1	1	Under the stars and bars	1883	0.89	1.0	nc01.ark+=13960=t1rf6c48v	/works/OL1492891W	oclc	
OL1492912W	1	1	A lost hero	1891	0.79	0.993	uc2.ark+=13960=t6g15vp48	/works/OL1492912W	oclc	
OL1492913W	1	1	Loveliness;	1899	0.8	1.0	mdp.39015063959715	/works/OL1492913W	oclc	
OL1492937W	1	1	Comrades	1911	0.81	0.995	nyp.33433076057409	/works/OL1492937W	oclc	
OL1492939W	2	2	The Madonna of the tubs	1895	0.86	1.0	mdp.39015013155323|uc2.ark+=13960=t1gh9bk2q	/works/OL1492939W	oclc	
OL1492946W	2	1	The master of the magicians	1890	0.9	1.0	mdp.39015021285864|uc2.ark+=13960=t1wd3qh8p	/works/OL1492946W	oclc	
OL1492949W	4	1	The supply at Saint Agatha's	1896	0.84	1.0	mdp.39015011233577|uc2.ark+=13960=t4bp05k31|uc2.ark+=13960=t6pz5424p|wu.89006526321	/works/OL1492949W	oclc	
OL14938101W	1	1	Selections from the prose tales of Edgar Allan Poe	1914	0.62	1.0	uva.x000178881	/works/OL14938101W	oclc	
OL1494211W	2	1	Memoirs of a millionaire	1890	0.89	1.0	mdp.39015063945441|uc2.ark+=13960=t9p26s436	/works/OL1494211W	oclc	
OL14942956W	3	2	The call of the wild	1903	0.82	1.0	njp.32101067626562|uc2.ark+=13960=t6j10952p|uva.x000208565	/works/OL14942956W	oclc	
OL1497681W	12	1	The complete writings of Charles Dudley Warner	1904	0.83	1.0	coo.31924022208676|coo.31924022208684|coo.31924022208692|coo.31924022208700|mdp.39015050979460|mdp.39015050979627|mdp.39015050979775|mdp.39015050979783|uc1.b3312003|uc1.b3312004|uc1.b3562384|uc1.b3562385	/works/OL1497681W	oclc	
OL1497686W	2	1	A little journey in the world	1889	0.9	1.0	nyp.33433076073448|uc1.b4102301	/works/OL1497686W	oclc	
OL1497766W	2	1	Bonnyborough	1886	0.88	1.0	nyp.33433076061773|uc1.b3327277	/works/OL1497766W	oclc	
OL1497770W	1	1	Homespun yarns	1887	0.89	1.0	uc2.ark+=13960=t5x63bg7j	/works/OL1497770W	oclc	
OL1499727W	2	1	A dream of empire, or, The house of Blennerhassett	1901	0.8	1.0	uc1.b3325351|uc2.ark+=13960=t9959f18w	/works/OL1499727W	oclc	
OL1499733W	2	1	A dream of empire, or, The house of Blennerhassett	1901	0.8	1.0	uc1.b3325351|uc2.ark+=13960=t9959f18w	/works/OL1499733W	oclc	
OL15002030W	1	1	The battle of New York;	1892	0.88	1.0	nc01.ark+=13960=t2p56cd4d	/works/OL15002030W	oclc	
OL15002032W	1	1	The captain's boat	1894	0.89	1.0	nyp.33433082289954	/works/OL15002032W	oclc	
OL15002048W	1	1	Ned, the son of Webb	1900	0.9	1.0	uc2.ark+=13960=t2988600d	/works/OL15002048W	oclc	
OL1500292W	1	1	The supreme surrender	1901	0.83	1.0	nyp.33433076024243	/works/OL1500292W	oclc	
OL1500838W	2	1	Mr. Bodley abroad	1881	0.87	0.999	uc2.ark+=13960=t6833nv81|wu.89007380546	/works/OL1500838W	oclc	
OL1500842W	1	1	The Bodleys afoot	1880	0.77	0.999	uc1.b4517756	/works/OL1500842W	oclc	
OL15009828W	1	1	A hole in the wall	1899	0.82	0.987	mdp.39076002885627	/works/OL15009828W	oclc	
OL15011499W	2	1	Comrade Yetta	1913	0.89	1.0	nyp.33433074815576|uc2.ark+=13960=t4th8cs4b	/works/OL15011499W	oclc	
OL15011596W	1	1	The hero of Panama	1912	0.89	1.0	uc2.ark+=13960=t7zk57t2s	/works/OL15011596W	oclc	
OL15011606W	1	1	With Allenby in Palestine	1920	0.81	1.0	mdp.39015063548260	/works/OL15011606W	oclc	
OL1501449W	1	1	American boys afloat;	1893	0.88	1.0	nyp.33433082529730	/works/OL1501449W	oclc	
OL1501469W	1	1	A lieutenant at eighteen	1895	0.89	1.0	uc2.ark+=13960=t15m62f4p	/works/OL1501469W	oclc	
OL1501482W	1	1	Plane and plank;	1898	0.89	1.0	uc2.ark+=13960=t4vh5cz19	/works/OL1501482W	oclc	
OL1501511W	2	1	An undivided union	1899	0.89	1.0	nc01.ark+=13960=t3vt2f31m|nyp.33433082529813	/works/OL1501511W	oclc	
OL1501512W	3	1	At the front	1897	0.89	1.0	mdp.39015063740545|nc01.ark+=13960=t77s8gg79|nyp.33433066603790	/works/OL1501512W	oclc	
OL1501532W	1	1	Down South;	1881	0.89	1.0	uc2.ark+=13960=t7gq6rr6f	/works/OL1501532W	oclc	
OL1501553W	1	1	Stand by the Union	1891	0.89	1.0	nyp.33433082170444	/works/OL1501553W	oclc	
OL1501555W	2	1	On the blockade	1890	0.89	1.0	njp.32101068162898|uc2.ark+=13960=t7tm73f8z	/works/OL1501555W	oclc	
OL1501556W	2	1	Taken by the enemy	1888	0.89	1.0	nyp.33433082529656|uc2.ark+=13960=t6445j08f	/works/OL1501556W	oclc	
OL1501558W	3	2	Fighting for the right	1892	0.88	1.0	nc01.ark+=13960=t2d803n7z|nc01.ark+=13960=t6n01xd3q|nyp.33433066603832	/works/OL1501558W	oclc	
OL1501560W	4	2	Within the enemy's lines	1889	0.89	0.999	nyp.33433082529649|uc1.b4102976|nc01.ark+=13960=t14m9sf84|nyp.33433066603808	/works/OL1501560W	oclc	
OL1502874W	2	1	An incident	1899	0.82	1.0	uc1.b248766|uc2.ark+=13960=t9j38ph85	/works/OL1502874W	oclc	
OL15031788W	2	1	Smoke Bellew	1912	0.89	1.0	uc1.b3581470|uc2.ark+=13960=fk6445hr63	/works/OL15031788W	oclc	
OL1503447W	1	1	The Jessica letters	1904	0.8	1.0	nyp.33433076045131	/works/OL1503447W	oclc	
OL1503605W	2	1	Attraction of the compass;	1916	0.88	1.0	nyp.33433074810874|uc2.ark+=13960=t1dj5955k	/works/OL1503605W	oclc	
OL15039096W	2	1	Out for the coin	1903	0.83	1.0	mdp.39015063931581|uc2.ark+=13960=t7xk85c4x	/works/OL15039096W	oclc	
OL1504048W	2	1	Nigger;	1922	0.89	1.0	mdp.39015063976057|nyp.33433074795265	/works/OL1504048W	oclc	
OL15040856W	3	1	A little princess;	1905	0.89	1.0	mdp.39015012328574|uva.x000598151|wu.89098013634	/works/OL15040856W	oclc	
OL1504363W	4	1	Shelley's elopement;	1918	0.86	1.0	mdp.39015059403967|mdp.39015063921160|nyp.33433076076680|uc2.ark+=13960=t3qv3db3s	/works/OL1504363W	oclc	
OL1504559W	1	1	The idol of Paris;	1922	0.83	1.0	uc2.ark+=13960=t8sb41m8f	/works/OL1504559W	oclc	
OL1505910W	3	1	A guest at the Ludlow, and other stories	1897	0.89	1.0	mdp.39015059410137|uc1.b3334598|uva.x001083066	/works/OL1505910W	oclc	
OL150780W	2	2	In a North country village	1897	0.89	1.0	uc2.ark+=13960=t3513xx2w|uva.x030804040	/works/OL150780W	oclc	
OL15104785W	18	1	The novels and tales of Henry James	1907	0.84	1.0	mdp.39076006242056|mdp.39076006242064|uc1.32106005736027|uc1.32106005736035|uc1.32106005755126|uc1.32106006079823|uc1.32106006088212|uc1.32106006090127|uc1.32106006218223|uc1.32106006335829|uc1.32106006354440|uc1.32106006414012|uc1.32106006456468|uc1.32106006456476|uc1.32106008618396|uc1.32106019582862|uc1.32106019582870|uc1.32106019582888	/works/OL15104785W	oclc	
OL15109366W	1	1	The steppe, and other stories	1915	0.82	1.0	mdp.39015018616576	/works/OL15109366W	oclc	
OL1512172W	2	1	The new June	1909	0.87	1.0	mdp.39015063936507|uc2.ark+=13960=t40r9p16h	/works/OL1512172W	oclc	
OL1512331W	2	1	The nine-tenths	1911	0.89	1.0	nyp.33433076022999|uc2.ark+=13960=t6sx6723d	/works/OL1512331W	oclc	
OL1512332W	1	1	Pay envelopes;	1911	0.87	1.0	uc2.ark+=13960=t6g15vn0w	/works/OL1512332W	oclc	
OL15127479W	9	3	Many inventions	1919	0.9	1.0	mdp.39015000623820|mdp.39015000623838|mdp.39015000623861|uc1.b3324486|uc2.ark+=13960=t6tx3dr24|mdp.39015000623853|nyp.33433074866272|uc1.b3324369|uc2.ark+=13960=t9g44sj1p	/works/OL15127479W	oclc	
OL15127746W	6	3	Traffics and discoveries	1904	0.81	1.0	mdp.39015019976045|nyp.33433074866488|mdp.39015014776317|mdp.39015031242897|nyp.33433074866496|uc1.b4658797	/works/OL15127746W	oclc	
OL15127849W	14	3	[Works of Rudyard Kipling]	1899	0.83	1.0	wu.89081877441|wu.89081877458|mdp.39015066709703|mdp.39015066709711|mdp.39015066709851|mdp.39015066709869|mdp.39015066709877|mdp.39015066710123|mdp.39015066710131|mdp.39015066710149|mdp.39015066710297|mdp.39015066710446|wu.89001039791|wu.89001039809	/works/OL15127849W	oclc	
OL1512914W	1	1	Life in the hills of Kentucky	1890	0.89	1.0	mdp.39015063915493	/works/OL1512914W	oclc	
OL1512951W	2	1	Pine Knot; a story of Kentucky life	1900	0.88	1.0	nc01.ark+=13960=t6j10ts3f|uc2.ark+=13960=t3222rg02	/works/OL1512951W	oclc	
OL1512955W	2	1	When Boston braved the king;	1899	0.89	1.0	nnc1.0046234144|uc2.ark+=13960=t07w67b50	/works/OL1512955W	oclc	
OL1512966W	1	1	A hero in homespun;	1901	0.87	1.0	nyp.33433084128903	/works/OL1512966W	oclc	
OL1513642W	1	1	Dick Hamilton's steam yacht, or, A young millionaire and the kidnappers	1911	0.87	0.999	nyp.33433082303755	/works/OL1513642W	oclc	
OL1513670W	2	1	Tom Swift and his motor boat	1910	0.88	1.0	nyp.33433082526199|uc2.ark+=13960=t0js9hx2c	/works/OL1513670W	oclc	
OL15136945W	6	4	The crime of Sylvestre Bonnard	1922	0.84	1.0	uc2.ark+=13960=t3610zn0x|uc2.ark+=13960=t47p8x35x|mdp.39015030372406|uc1.32106001743803|uc1.b4363775|uc2.ark+=13960=t78s4ns57	/works/OL15136945W	oclc	
OL1513717W	2	1	The Curlytops at Uncle Frank's ranch	1918	0.89	1.0	nyp.33433082303284|uc2.ark+=13960=t21c1vz92	/works/OL1513717W	oclc	
OL1514090W	1	1	Homo sapiens;	1915	0.83	1.0	mdp.39015027365348	/works/OL1514090W	oclc	
OL151430W	1	1	Sylvie and Bruno	1889	0.89	1.0	mdp.39015057979646	/works/OL151430W	oclc	
OL151439W	1	1	Sylvie and Bruno concluded	1893	0.87	0.999	uc2.ark+=13960=t6ww7b09m	/works/OL151439W	oclc	
OL1514922W	1	1	Raggedy Ann stories	1918	0.86	1.0	uva.x002185187	/works/OL1514922W	oclc	
OL1515129W	6	4	Many cargoes	1903	0.89	1.0	uc2.ark+=13960=t25b01k7r|mdp.39015005100113|uc2.ark+=13960=t77s7k78h|njp.32101063581068|uc2.ark+=13960=t2r49mt81|uc2.ark+=13960=t16m37p5j	/works/OL1515129W	oclc	
OL1515159W	3	2	More cargoes	1898	0.89	1.0	uc1.b243808|uc2.ark+=13960=t2g73cp4p|mdp.39015005082410	/works/OL1515159W	oclc	
OL1515163W	3	3	The skipper's wooing	1897	0.89	1.0	uc2.ark+=13960=t6c24wh11|uc2.ark+=13960=t48p5x76c|mdp.39015005076792	/works/OL1515163W	oclc	
OL1515164W	4	3	Captains all	1905	0.89	1.0	uc2.ark+=13960=t3ws8p73h|njp.32101063581050|uc2.ark+=13960=t02z14c9c|uva.x000460558	/works/OL1515164W	oclc	
OL1515169W	2	1	Night watches	1914	0.89	1.0	mdp.39015005082402|uc2.ark+=13960=t3tt4hn0k	/works/OL1515169W	oclc	
OL1515171W	3	3	The lady of the barge	1902	0.89	1.0	uc2.ark+=13960=t30292p8c|mdp.39015005100097|uc2.ark+=13960=t42r3pj34	/works/OL1515171W	oclc	
OL1515172W	4	2	Deep waters	1919	0.83	1.0	mdp.39015005100154|nyp.33433074865167|uc2.ark+=13960=t46q1vv6t|uc2.ark+=13960=t7cr5w176	/works/OL1515172W	oclc	
OL1515173W	4	3	Dialstone Lane	1904	0.89	1.0	uc1.b4094397|uc2.ark+=13960=t1jh3g676|mdp.39015005102317|uc2.ark+=13960=t1vd6sm38	/works/OL1515173W	oclc	
OL1515174W	3	1	Light freights	1901	0.86	1.0	mdp.39015005100105|uc2.ark+=13960=t40r9td25|uva.x001533867	/works/OL1515174W	oclc	
OL1515175W	3	3	At Sunwich port	1902	0.9	1.0	uc2.ark+=13960=t9183bp50|nyp.33433074867296|uc2.ark+=13960=t6n011v3s	/works/OL1515175W	oclc	
OL1515176W	4	3	Ship's company	1911	0.89	1.0	mdp.39015005082329|uc2.ark+=13960=t9c53hb07|nyp.33433074865415|uc2.ark+=13960=t7fq9w40z	/works/OL1515176W	oclc	
OL1515177W	4	2	Odd craft	1906	0.89	1.0	uc1.b4094360|uc2.ark+=13960=t22b95x6w|mdp.39015005082436|uc2.ark+=13960=t2j67bp80	/works/OL1515177W	oclc	
OL1515178W	2	2	Short cruises	1907	0.89	1.0	uc2.ark+=13960=t7rn33249|mdp.39015059407968	/works/OL1515178W	oclc	
OL1515473W	1	1	The shining adventure	1916	0.88	1.0	nyp.33433074847538	/works/OL1515473W	oclc	
OL15160671W	8	1	Greatest short stories	1915	0.84	1.0	nyp.33433082519996|nyp.33433082520002|nyp.33433082520010|nyp.33433082520028|nyp.33433082520036|nyp.33433082520044|nyp.33433082520051|nyp.33433082520077	/works/OL15160671W	oclc	
OL15176339W	1	1	The American claimant	1898	0.88	0.981	mdp.39015018600646	/works/OL15176339W	oclc	
OL1517764W	1	1	Children of the dear Cotswolds	1918	0.88	0.999	uc2.ark+=13960=t6pz53m10	/works/OL1517764W	oclc	
OL1517770W	2	1	Miss Esperance and Mr. Wycherly	1908	0.89	1.0	nyp.33433074851019|uc2.ark+=13960=t0xp6wj9m	/works/OL1517770W	oclc	
OL1517974W	1	1	The book of all power	1920	0.89	1.0	uc2.ark+=13960=t14m93151	/works/OL1517974W	oclc	
OL1517998W	2	1	The secret house	1919	0.89	1.0	nyp.33433075755375|uc2.ark+=13960=t28913g8p	/works/OL1517998W	oclc	
OL1518000W	2	2	Tam o' the scoots	1919	0.75	1.0	uc2.ark+=13960=t0xp7770r|uc2.ark+=13960=t6ww78z2z	/works/OL1518000W	oclc	
OL15184079W	6	3	The $30,000 bequest	1906	0.75	1.0	uc1.b4719573|uc2.ark+=13960=fk71v5bv6j|nyp.33433074842380|uc2.ark+=13960=t9959dn34|mdp.39015047754505|uc2.ark+=13960=fk4vh5cq0h	/works/OL15184079W	oclc	
OL15187391W	2	1	The happy prince	1907	0.75	0.999	uc1.b4102113|uc2.ark+=13960=t4sj1nd43	/works/OL15187391W	oclc	
OL15188919W	1	1	A garland for girls	1887	0.88	1.0	nyp.33433082529789	/works/OL15188919W	oclc	
OL15189381W	2	2	Seventeen	1916	0.84	1.0	uc1.b4084371|mdp.49015000550633	/works/OL15189381W	oclc	
OL1519184W	1	1	Those black diamond men;	1902	0.87	1.0	uc2.ark+=13960=t6251g19r	/works/OL1519184W	oclc	
OL1519404W	2	1	Luca Sarto;	1920	0.89	1.0	nyp.33433074808605|uc2.ark+=13960=t24b2xb7t	/works/OL1519404W	oclc	
OL1519650W	4	2	The London venture	1919	0.88	1.0	mdp.39076002870140|mdp.39015025107411|nyp.33433074947809|uc2.ark+=13960=t0tq5ww0s	/works/OL1519650W	oclc	
OL1520801W	1	1	Stories for every holiday	1918	0.83	1.0	nyp.33433082524517	/works/OL1520801W	oclc	
OL15212577W	4	2	Marching men	1917	0.89	1.0	njp.32101068580792|uc2.ark+=13960=t75t3gr0b|mdp.39015011677401|uc2.ark+=13960=fk1td9n70k	/works/OL15212577W	oclc	
OL15212579W	2	1	Windy McPherson's son	1922	0.84	1.0	uc1.b4381200|uc2.ark+=13960=fk7xk8538w	/works/OL15212579W	oclc	
OL1521311W	2	1	Almanzar	1918	0.88	1.0	mdp.39015053747104|nyp.33433074843339	/works/OL1521311W	oclc	
OL1521838W	1	1	Azalea's silver web	1915	0.89	1.0	nc01.ark+=13960=t6154mw1k	/works/OL1521838W	oclc	
OL1521852W	1	1	Sarah Brewster's relatives	1916	0.87	0.997	mdp.39076002630916	/works/OL1521852W	oclc	
OL1521859W	2	1	Azalea;	1912	0.87	1.0	nc01.ark+=13960=t3vt1nz0f|uc2.ark+=13960=t5s758c6r	/works/OL1521859W	oclc	
OL1521860W	2	1	The newcomers	1917	0.82	1.0	nyp.33433076051121|uc2.ark+=13960=t16m3503s	/works/OL1521860W	oclc	
OL1522142W	3	1	Three of a kind;	1908	0.86	1.0	mdp.39015063752078|nyp.33433074848619|uc2.ark+=13960=t6qz24c8t	/works/OL1522142W	oclc	
OL1522170W	1	1	The Golden rule Dollivers	1913	0.87	0.999	nyp.33433074853759	/works/OL1522170W	oclc	
OL15222294W	1	1	The tame fox	1896	0.89	1.0	wu.89092953181	/works/OL15222294W	oclc	
