ol_work_key	ol_title	ol_author_name	ol_first_publish_year	goodreads_work_id	title_match_type	gr_original_title	gr_original_publication_year	matched_book_titles	goodreads_contributors	review_decision	review_confidence	review_reason
/works/OL1002110W	The Besieged City	Lispector, Clarice.	1948	581819	BOOK_FULL	Wei Cheng	1947	"[""The Besieged City""]"	Jonathan D. Spence [Introduction] | Mark Leenhouts [Translator] | Nathan K. Mao [Translator] | Qian Zhong Shu [<EMPTY>] | Qian Zhongshu [<EMPTY>]			
/works/OL101509W	Dolly Madison	Mary Elizabeth Springer	1906	1636683	WORK_FULL	Dolly Madison	2002	[]	Maud Wilder Goodwin [<EMPTY>]			
/works/OL10310635W	Guilty men	Cato.	1940	17913433	BOOK_FULL		2011	"[""Guilty Men""]"	Frances Weaver [<EMPTY>] | Peter Oborne [<EMPTY>]			
/works/OL103386W	In the sixties	Harold Frederic	1897	2354384	WORK_FULL	In the Sixties	2002	"[""In The Sixties""]"	Barry  Miles [<EMPTY>]			
/works/OL10365583W	The land of gold	George G. Spurr	1881	216480	WORK_FULL	The Land of Gold	1992	[]	Gillian Bradshaw [<EMPTY>]			
/works/OL10421473W	The Shadow Market	Netta Muskett	1938	11955566	BOOK_FULL		2010	"[""The Shadow Market"", ""The Shadow Market: How Sovereign Wealth Funds and Rogue Nations Threaten America's Financial Future""]"	Eric J. Weiner [<EMPTY>]			
/works/OL10421479W	Candle in the Sun	Netta Muskett	1943	10652215	BOOK_FULL		1955	"[""Candle in the Sun""]"	Elisabeth Hamilton Friermood [<EMPTY>]			
/works/OL10421493W	Tamarisk	Netta Muskett	1935	1531275	WORK_FULL	Tamarisk	1978	"[""Tamarisk""]"	Claire Lorrimer [<EMPTY>]			
/works/OL10421500W	Living with Adam	Netta Muskett	1949	1737062	WORK_FULL	Living with Adam	1972	"[""Living with Adam""]"	Anne Mather [<EMPTY>]			
/works/OL10424304W	Among the Turks	Verney Lovett Cameron	1889	1156623	WORK_FULL	Among the Turks	2005	"[""Among the Turks""]"	Cyrus Hamlin [<EMPTY>]			
/works/OL10497432W	The Claverton Mystery	Cecil John Charles Street	1933	4522990	WORK_FULL	The Claverton Mystery	1933	[]	John Rhode [<EMPTY>]			
