work_id	htid_count	oclc_variants	title_htrc	date_htrc	prob80_max	englishpct_max	htids
OL100195W	1	1	Free and other stories	1918	0.84	1.0	uc2.ark+=13960=fk6542jp2m
OL100203W	1	1	Sister Carrie	1917	0.9	1.0	uc2.ark+=13960=t1hh6d619
OL100236W	2	1	Jennie Gerhardt;	1911	0.84	1.0	mdp.39015004283498|uc2.ark+=13960=t3513vn8c
OL100237W	2	1	The financier;	1912	0.84	1.0	uc1.b4097964|uc2.ark+=13960=fk7gq6rg60
OL10059W	1	1	One of Cleopatra's nights	1890	0.54	1.0	uva.x001049400
OL101016W	2	1	The strangers' banquet	1919	0.88	1.0	mdp.39015051144932|nyp.33433074861836
OL101027W	1	1	The foolish matrons	1920	0.89	1.0	nyp.33433074862495
OL101034W	4	1	Messer Marco Polo	1921	0.71	1.0	mdp.39015031225728|mdp.49015000924275|nyp.33433074861844|uc2.ark+=13960=t7br8sw13
OL101106W	1	1	Virginia of Virginia	1888	0.81	1.0	uc1.b3326448
OL101172W	2	1	Big timber;	1916	0.89	1.0	nyp.33433076038805|uc2.ark+=13960=t8cf9m19j
OL101174W	2	1	Burned bridges	1919	0.89	0.999	nyp.33433076038789|uc2.ark+=13960=t2j67970w
OL101680W	1	1	Portia;	1883	0.88	1.0	njp.32101067646826
OL101695W	1	1	A little rebel	1890	0.88	0.999	mdp.39015062474864
OL10323746W	2	1	Fortuna	1898	0.55	1.0	nyp.33433074842257|uc1.b3578733
OL10326441W	2	1	The story of Antonio	1911	0.55	1.0	nnc1.cr61099228|uc2.ark+=13960=t85h7n70c
OL10329910W	3	1	Gold, gold, in Cariboo: a story of adventure in British Columbia	1894	0.86	1.0	nyp.33433075766653|uc1.b3327559|uc2.ark+=13960=t9765kf5p
OL10330131W	2	1	Off to Klondyke;	1898	0.81	1.0	uc1.b3326409|uc2.ark+=13960=t34172k66
OL10330192W	1	1	Border lances	1886	0.89	1.0	uc2.ark+=13960=t3dz0bf8t
OL103375W	2	2	Illumination	1896	0.9	1.0	uc2.ark+=13960=t3bz62w61|mdp.39015018404783
OL103378W	4	1	The Copperhead	1893	0.89	1.0	mdp.39015060490110|nc01.ark+=13960=t74t7cz9b|nyp.33433076090863|uc1.b3578396
OL103380W	2	1	Marsena	1894	0.88	1.0	mdp.39015060490128|nc01.ark+=13960=t6ww85s0w
OL103385W	2	1	Marsena	1894	0.88	1.0	mdp.39015060490128|nc01.ark+=13960=t6ww85s0w
OL103386W	2	1	In the sixties	1897	0.89	1.0	mdp.39015007023677|uc1.b3322083
OL103390W	2	2	Seth's brother's wife	1886	0.89	1.0	uc1.b3322087|uc2.ark+=13960=t1fj2b771
OL103393W	2	1	The market-place	1899	0.9	1.0	mdp.39015063551611|nyp.33433076090905
OL10347019W	2	1	The adventures of Captain Mago;	1889	0.89	0.999	uc1.b80673|uc2.ark+=13960=t2h70c14b
OL10365583W	1	1	The land of gold	1881	0.88	1.0	nnc1.1002204371
OL10424864W	21	1	Novels of the sisters Brontë	1905	0.9	1.0	mdp.39015001788531|mdp.39015021774651|mdp.39015039759207|mdp.39015065957337|mdp.39015066586796|mdp.39015066586804|mdp.39015066586945|mdp.39015066586952|mdp.39015066586960|mdp.39015066587091|mdp.39015066587109|wu.89001093756|wu.89001262823|wu.89001262831|wu.89001262856|wu.89001262864|wu.89001262872|wu.89001262880|wu.89001262898|wu.89001262906|wu.89001262914
OL10427177W	4	1	Further experiences of an Irish R. M	1908	0.88	1.0	mdp.39015006974003|nyp.33433075751655|uc2.ark+=13960=t77s7jp40|uc2.ark+=13960=t77s7mb7s
OL104377W	1	1	The twenty-fourth of June	1914	0.89	1.0	mdp.39015063950235
OL10444804W	2	1	The two friends, and other stories	1921	0.9	1.0	uc1.b3962318|uc2.ark+=13960=t2j67kx9h
OL10449613W	6	5	The blue bird	1911	0.86	1.0	uc1.b4099144|uc2.ark+=13960=t3fx7fp1f|mdp.39015010764317|mdp.39015029494583|mdp.49015000779273|nyp.33433075811350
OL104559W	4	1	Rodmoor	1916	0.9	1.0	mdp.39015002709973|nyp.33433075873327|uc1.b4089300|uc2.ark+=13960=t1bk1ds53
OL104598W	4	1	Wood and stone	1915	0.89	1.0	mdp.39015002711185|nyp.33433075873319|uc1.b4089223|uc2.ark+=13960=t3125xz07
OL104643W	4	1	Miss Muffet's Christmas party	1902	0.86	0.999	mdp.39015063512746|nc01.ark+=13960=t0dv2kx1h|uc1.b4088073|uc2.ark+=13960=t7kp7vp2t
OL1059442W	1	1	True tales for my grandsons	1883	0.89	1.0	uc1.b248197
OL106159W	2	1	The dragon of Wantley	1892	0.87	1.0	mdp.39015067088115|uc1.b4597297
OL106161W	3	1	The new Swiss family Robinson	1922	0.55	1.0	loc.ark+=13960=t3514vk6w|uc2.ark+=13960=fk21c1tk7z|umn.31951001638215k
OL106163W	1	1	The Virginian;	1904	0.89	1.0	mdp.39015010962929
OL1061650W	1	1	God and woman	1921	0.89	1.0	uc2.ark+=13960=t5x63f746
OL1061651W	3	1	The face of the world	1919	0.85	1.0	mdp.39015030018249|uc1.$b479369|uc2.ark+=13960=t09w0c79k
OL1061654W	3	1	Life	1920	0.84	1.0	mdp.39015030017902|uc1.b3118191|uc2.ark+=13960=t6sx67d1x
OL1061657W	2	2	Treacherous ground	1920	0.89	1.0	uc2.ark+=13960=t1wd3st91|uiuo.ark+=13960=t2n58gm1b
OL1061661W	4	3	The power of a lie	1908	0.89	1.0	uiuo.ark+=13960=t7fq9th7f|mdp.39015011325233|uc2.ark+=13960=t2n58gf13|uc2.ark+=13960=t8rb6zq9w
OL1061662W	2	2	The great hunger	1920	0.83	1.0	uc2.ark+=13960=t9t14xz7p|mdp.39015030017837
OL106166W	3	1	A journey in search of Christmas	1904	0.86	0.999	mdp.39015063976354|nyp.33433074795158|nyp.33433074795166
OL106168W	2	1	Red men and white	1896	0.88	1.0	njp.32101079836100|nyp.33433081749834
OL106172W	1	1	The Jimmyjohn boss, and other stories	1900	0.89	1.0	mdp.39015063975901
OL106173W	3	1	Lady Baltimore	1906	0.84	1.0	mdp.39015036778382|uc1.b3569321|uc2.ark+=13960=t9f47jb2d
OL1063780W	1	1	Red robe and grey robe; or, Richelieu defied;	1901	0.89	1.0	uc2.ark+=13960=t7rn34m5c
OL1064284W	1	1	Arsène Lupin versus Herlock Sholmes	1910	0.9	1.0	mdp.39015069330739
OL1064287W	1	1	The hollow needle	1910	0.86	1.0	nyp.33433075799928
OL1064333W	2	1	The count's millions	1913	0.9	1.0	uc2.ark+=13960=t9g44jr2z|uiuo.ark+=13960=t3qv3g034
OL1064385W	2	1	Danesbury house	1893	0.89	1.0	mdp.39015009231732|wu.89002332658
OL1065761W	1	1	A crime of the under-seas	1905	0.89	1.0	uc1.$b358725
OL1065767W	2	1	A millionaire's love story	1901	0.89	1.0	njp.32101066454362|nyp.33433074940218
OL1065779W	2	1	'Farewell, Nikola.'	1901	0.83	1.0	njp.32101066120120|uc2.ark+=13960=t9f47kt61
OL1065952W	3	3	Cashel Byron's profession	1909	0.84	1.0	uc2.ark+=13960=t9m32rt8c|uc2.ark+=13960=t04x5755s|mdp.39015031311619
OL1066071W	2	1	The irrational knot	1918	0.82	1.0	nyp.33433075747000|uc2.ark+=13960=t06w98z59
OL1066453W	3	2	An unsocial socialist	1917	0.82	1.0	nyp.33433075746275|uc2.ark+=13960=t3rv0gv40|mdp.39015007694493
OL1066935W	3	1	The reign of law	1900	0.89	1.0	mdp.39015014459955|uc2.ark+=13960=t7gq6sf0x|wu.89072357940
OL1067590W	7	5	The scapegoat	1897	0.89	1.0	uc2.ark+=13960=t3tt4mg6g|mdp.39015039722270|uiuo.ark+=13960=t0qr53m1k|uiuo.ark+=13960=t4hm5hr35|uva.x030809061|uc2.ark+=13960=t6nz85m5k|nyp.33433074938584
OL1067592W	4	3	The manxman	1894	0.9	1.0	uc2.ark+=13960=t2m61hb1j|uc1.b3579150|uc2.ark+=13960=t0ns0w38k|uc2.ark+=13960=t8hd7rz3j
OL10688273W	2	2	Old Creole days	1906	0.88	1.0	uc1.b3550115|uc2.ark+=13960=t17m04t77
OL1069636W	2	2	A young girl's diary	1921	0.81	1.0	mdp.39015010677816|uc2.ark+=13960=t9h41r976
OL10703597W	1	1	America Kelsey	1915	0.7	0.999	uc1.$b799965
OL10704801W	2	1	The bill-toppers, by André Castaigne; with illustrations by the author	1909	0.89	1.0	nyp.33433075820310|uc2.ark+=13960=t0vq2tt1q
OL10707375W	3	1	Salt Lake;	1922	0.89	0.999	njp.32101067887081|nyp.33433075806962|uc2.ark+=13960=t7jq0ww1t
OL10710305W	1	1	The Aztec treasure house	1890	0.89	0.999	mdp.39015059422140
OL10712984W	1	1	Kobiety (Women);	1920	0.88	1.0	uc2.ark+=13960=t6tx3849s
OL10717064W	2	1	The last abbot of Glastonbury	1886	0.89	1.0	uc1.b3321304|uc2.ark+=13960=t15m69b3r
OL107199W	1	1	King-errant	1912	0.83	1.0	uc2.ark+=13960=t21c23089
OL107216W	2	2	On the face of the waters;	1897	0.89	1.0	uc2.ark+=13960=t43r1751d|mdp.39015002646134
OL10722970W	2	1	The teacher's Robinson Crusoe;	1910	0.8	1.0	uc2.ark+=13960=t8bg2x80f|umn.31951000781846r
OL107236W	1	1	King of the air;	1907	0.82	1.0	uc2.ark+=13960=t88g8hn40
OL107238W	1	1	Rob the ranger	1907	0.85	0.998	mdp.39076002658008
OL107247W	1	1	Humphrey Bold	1909	0.89	1.0	uc2.ark+=13960=t3805079g
OL107418W	4	2	The emigrant ship	1893	0.9	1.0	uc2.ark+=13960=t58c9sk4x|uiuo.ark+=13960=t15m6vw1k|uiuo.ark+=13960=t1jh46p9h|uiuo.ark+=13960=t49p3q177
OL107434W	2	1	The frozen pirate	1887	0.9	1.0	uiuo.ark+=13960=t03x8wg41|uiuo.ark+=13960=t85h85b3r
OL107435W	1	1	Master Rockafellar's voyage	1913	0.88	0.998	uc2.ark+=13960=t9x063s7v
OL107437W	1	1	A sailor's sweetheart	1897	0.84	1.0	uva.x002264999
OL107440W	1	1	The yarn of Old Harbour Town	1905	0.89	1.0	uc2.ark+=13960=t3222x87t
OL107867W	3	1	Elizabeth's campaign	1918	0.89	1.0	mdp.39015063973286|nyp.33433075763817|uc2.ark+=13960=t6251pg4n
OL107881W	4	2	Lady Merton, colonist	1910	0.9	1.0	mdp.39015063973344|nyp.33433075764229|uc2.ark+=13960=t77s7rq5d|uc2.ark+=13960=t9862h54z
OL107885W	12	3	The history of David Grieve	1893	0.9	1.0	uc1.b3325265|uc1.b3325266|uc1.b3325267|uc2.ark+=13960=t7fq9vt8c|uc2.ark+=13960=t9571dg58|uiuo.ark+=13960=t6m04t34r|uiuo.ark+=13960=t6nz8vw1h|uiuo.ark+=13960=t9r21n79h|mdp.39015050610073|nyp.33433075764252|uc2.ark+=13960=t2t43rb1c|uc2.ark+=13960=t9765dw4z
OL107887W	2	1	'Missing,'	1917	0.89	1.0	nyp.33433075764211|uc2.ark+=13960=t39z91b5s
OL107891W	8	2	Marcella	1894	0.9	1.0	mdp.39015010949793|mdp.39015027815441|nyp.33433075764104|nyp.33433075764112|uc2.ark+=13960=t6nz84g5c|uiuo.ark+=13960=t7np2qv1n|uiuo.ark+=13960=t9s18n69p|uc2.ark+=13960=t0dv1rs5b
OL108456W	2	1	Scaramouche;	1921	0.87	1.0	uc1.b4090081|uc2.ark+=13960=t6n012w63
OL1084971W	1	1	Captain Mansana & Mothers hands	1897	0.88	1.0	uc2.ark+=13960=t1rf5nq8d
OL1084976W	1	1	Mary	1909	0.89	1.0	nyp.33433075849954
OL1084997W	4	3	A happy boy	1882	0.89	1.0	uc2.ark+=13960=t73t9h397|umn.31951d01315984z|uc1.b4740529|uc2.ark+=13960=t8v981c83
OL1085021W	2	1	Pierre & Joseph	1920	0.79	1.0	nyp.33433075806731|uc2.ark+=13960=t4cn71p8r
OL1085067W	2	1	The marriage of Mademoiselle Gimel	1913	0.88	1.0	nyp.33433075806715|uc2.ark+=13960=t1qf8mh46
OL1085104W	1	1	Cousin Cinderella	1908	0.89	0.999	nyp.33433074944434
OL1085106W	2	1	The simple adventures of a memsahib	1893	0.89	1.0	mdp.39015012319177|wu.89098861651
OL1085108W	1	1	The imperialist	1904	0.83	1.0	nyp.33433074944376
OL1085111W	4	1	An American girl in London	1891	0.89	1.0	mdp.39015063546942|nyp.33433074944442|uc1.b248494|uc2.ark+=13960=t6348k996
OL1085112W	6	1	A social departure	1890	0.72	1.0	nc01.ark+=13960=t36117g68|nc01.ark+=13960=t78s4s51w|nyp.33433000631980|uc1.b3321293|uc2.ark+=13960=t7rn37p9f|wu.89098879166
OL1087215W	3	1	The story of Alexander	1894	0.78	1.0	mdp.39015029768572|njp.32101063578189|wu.89051206076
OL108735W	1	1	The tale of Peter Rabbit	1904	0.56	0.983	mdp.39015083455223
OL108764W	1	1	The tale of Johnny Town-mouse	1918	0.54	0.975	mdp.39015089581832
OL108852W	1	1	Stories of Robin Hood & his merry outlaws	1904	0.87	1.0	uc2.ark+=13960=t77s7n59x
OL1088653W	3	1	The career of a nihilist	1889	0.83	1.0	mdp.39015031002739|mdp.39015066228951|uc1.32106008609544
OL1088770W	2	2	The blue fairy book	1889	0.88	1.0	uc2.ark+=13960=t0wp9v52q|nc01.ark+=13960=t9281fb0w
OL1088786W	3	1	The disentanglers	1902	0.89	1.0	mdp.39015048883865|uc1.b3579170|uc2.ark+=13960=t2w37rr9d
OL1088798W	1	1	The grey fairy book	1900	0.83	1.0	uva.x002453551
OL1088821W	4	3	A monk of Fife	1896	0.9	1.0	mdp.39015048883907|uc2.ark+=13960=t1dj5dq8f|uc1.b3324330|uc2.ark+=13960=t2g73gd9r
OL1088823W	1	1	Much darker days	1884	0.76	0.999	nyp.33433074872775
OL1088835W	4	2	Old friends	1892	0.87	0.988	mdp.39015059420946|uc2.ark+=13960=t6154gr8h|njp.32101013147549|uc2.ark+=13960=t9w090q24
OL1088837W	1	1	The olive fairy book	1907	0.89	1.0	mdp.39015054036796
OL1088838W	1	1	The Orange fairy book	1906	0.88	0.995	nyp.33433068197957
OL1088888W	1	1	The yellow fairy book	1894	0.89	1.0	uc2.ark+=13960=t0dv1d45p
OL1088954W	3	1	In the wrong paradise	1886	0.9	1.0	mdp.39015048883873|mdp.39015048883881|uc2.ark+=13960=t9j38r93w
OL1088959W	2	1	The red book of animal stories	1899	0.55	1.0	nyp.33433043995699|uc2.ark+=13960=t7mp4wh7k
OL1088989W	2	1	The mark of Cain	1886	0.89	1.0	mdp.39015048883915|uc2.ark+=13960=t4sj1g55c
OL1089177W	4	2	The paladins of Edwin the Great	1896	0.64	1.0	nnc1.1000393819|nyp.33433074895818|uc1.$b751330|uc2.ark+=13960=t8w956m8g
OL1089857W	3	2	Eudocia	1921	0.84	1.0	nyp.33433075766711|uc2.ark+=13960=t14m94m14|uc2.ark+=13960=t7cr5rk1t
OL1089948W	2	1	The fun of the fair	1909	0.88	1.0	mdp.39015063936135|uc2.ark+=13960=t3416zp3g
OL1089952W	3	1	The human boy and the war	1916	0.84	1.0	mdp.39015063946589|nyp.33433075769525|uc2.ark+=13960=t6qz27r3k
OL1090028W	4	2	The human boy	1900	0.89	1.0	nc01.ark+=13960=t5m919w2k|uc1.b266650|uc2.ark+=13960=t9f47p933|uc2.ark+=13960=t73t9gt97
OL1090044W	3	1	Children of the mist	1899	0.9	1.0	mdp.39015023068813|nyp.33433075766539|uc2.ark+=13960=t1jh3g17z
OL1090085W	1	1	Thirty more famous stories retold	1905	0.78	0.999	uva.x001271265
OL1090701W	1	1	Castle Omeragh	1903	0.89	0.995	uc1.l0063791321
OL1090706W	1	1	Fanny's first novel	1913	0.89	1.0	uc2.ark+=13960=t6154kz6g
OL1090719W	1	1	Nell Gwyn--comedian;	1901	0.88	1.0	nyp.33433074904958
OL1090732W	1	1	"Discovering ""Evelina"";"	1913	0.89	1.0	njp.32101065844308
OL1090736W	2	1	Love alone is lord	1905	0.84	1.0	nyp.33433074910344|uc2.ark+=13960=t4bn9zx8h
OL1090737W	2	1	The love that prevailed	1907	0.9	1.0	nyp.33433074910351|uc2.ark+=13960=t8w952p96
OL1090738W	1	1	A nest of linnets	1901	0.89	1.0	nyp.33433074904966
OL1090746W	2	1	The Jessamy bride	1906	0.8	1.0	nyp.33433074904941|uc2.ark+=13960=t18k7874f
OL109135W	5	2	Denry the audacious	1911	0.89	1.0	nyp.33433074928973|mdp.39015031225611|nyp.33433074928965|uc1.b3875169|uc2.ark+=13960=t8cf9q761
OL1091532W	6	1	The Gaverocks;	1887	0.86	1.0	uc1.b248451|uc1.b248452|uc1.b248453|uiuo.ark+=13960=t75t3wr7p|uiuo.ark+=13960=t7mp59c4p|uiuo.ark+=13960=t9b56v15k
OL109153W	1	1	The Grand Babylon Hotel	1902	0.89	1.0	mdp.49015000914888
OL1091549W	3	1	The queen of love	1894	0.86	1.0	uiuo.ark+=13960=t07w6p56m|uiuo.ark+=13960=t18k7kz90|uiuo.ark+=13960=t3611b029
OL1091572W	2	1	Perpetua	1897	0.89	1.0	mdp.39015039351344|nyp.33433074823042
OL1091574W	1	1	Urith;	1891	0.83	0.999	uc2.ark+=13960=t6xw4gz33
OL1091588W	4	2	Kitty alone	1894	0.9	1.0	uiuo.ark+=13960=t0vq3775c|uiuo.ark+=13960=t2891gv3r|uiuo.ark+=13960=t7kp89597|njp.32101067628725
OL109165W	4	2	Lilian	1922	0.89	1.0	nyp.33433074926464|uc2.ark+=13960=t1td9t02z|mdp.39015031225199|uc1.$b792429
OL109199W	2	1	Whom God hath joined	1911	0.83	1.0	njp.32101068138252|uc2.ark+=13960=t4vh5jc84
OL109201W	3	1	The lion's share	1916	0.9	1.0	mdp.39015031225207|nyp.33433074926472|uc2.ark+=13960=t9959jk0f
OL109210W	3	1	These twain	1915	0.9	1.0	mdp.39015004743947|nyp.33433074926589|uc2.ark+=13960=t27941d98
OL109214W	2	1	The pretty lady	1918	0.9	0.998	nyp.33433074926548|uc2.ark+=13960=t6833r49b
OL109218W	4	2	Clayhanger	1910	0.9	1.0	mdp.39015003497438|mdp.39015001664369|nyp.33433074928957|uc1.b4097436
OL1092218W	1	1	A staircase of stories	1920	0.88	1.0	nyp.33433088074525
OL109221W	3	2	The matador of the Five Towns, and other stories	1912	0.89	1.0	uc2.ark+=13960=t6057wc8c|nyp.33433074926498|uc2.ark+=13960=t7dr2sh01
OL109223W	5	1	Mr. Prohack	1922	0.89	1.0	mdp.39015025130165|mdp.39015031227633|nyp.33433074926506|uc1.b3811078|uc2.ark+=13960=t71v5cb31
OL109226W	3	1	Tales of the five towns	1905	0.86	1.0	inu.32000001172271|mdp.49015000916339|njp.32101007865775
OL109227W	7	3	Buried alive;	1910	0.86	1.0	nyp.33433074928932|uc2.ark+=13960=t22b9109k|mdp.39015060438564|mdp.39015060438572|mdp.39015060438580|nyp.33433074928940|uc2.ark+=13960=t8bg2mm3n
OL109228W	4	2	The roll-call	1918	0.89	1.0	uc1.b3811084|mdp.39015019774952|nyp.33433074926563|uc2.ark+=13960=t2k64gd1v
OL109229W	1	1	The ghost	1907	0.79	1.0	nyp.33433074928981
OL109230W	2	1	Hilda Lessways	1911	0.9	1.0	mdp.39015004743954|nyp.33433074926423
OL109231W	1	1	Leonora	1910	0.9	1.0	mdp.39015031225223
OL109232W	5	3	The regent;	1913	0.89	1.0	uc2.ark+=13960=t88g8mj8t|mdp.39015031225140|nyp.33433074926514|uc2.ark+=13960=t48p5xj8c|mdp.39015008816954
OL109233W	7	4	Anna of the five towns	1902	0.89	1.0	uc2.ark+=13960=t77s7kp6c|mdp.49015000914425|uva.x002027383|uc2.ark+=13960=t6154j42c|mdp.39015004933142|nyp.33433074928890|nyp.33433074928882
OL109236W	5	4	The old wives' tale	1911	0.89	1.0	uva.x000364836|uc2.ark+=13960=t1zc7xg33|coo.31924013586932|coo.31924065004404|nyp.33433074926530
OL1092920W	1	1	A weak woman	1911	0.89	1.0	mdp.39015031228722
OL1093208W	1	1	The fur traders of the West, or, Adventures among the redskins	1896	0.88	1.0	nnc1.1002390256
OL1094245W	5	4	"Vera, the medium; ""Miss Civilization"""	1908	0.88	1.0	wu.89099779894|mdp.39015063546249|uc2.ark+=13960=t0qr4nv6c|uc1.b3561864|nyp.33433074843164
OL1094254W	3	1	Her first appearance	1901	0.82	1.0	nyp.33433074843305|uc2.ark+=13960=t3222rn9n|uc2.ark+=13960=t3hx16159
OL1094603W	3	1	Mrs. Warren's daughter;	1920	0.83	1.0	mdp.39015030755410|nyp.33433074865464|uc2.ark+=13960=t9d50pg5p
OL1094908W	2	1	Kami-no-michi	1910	0.67	0.999	mdp.39015041610695|uc2.ark+=13960=t40r9q932
OL1096566W	4	3	The valley of shadows	1909	0.72	0.999	uiuo.ark+=13960=t00001h5b|uc2.ark+=13960=fk83j39n2w|uva.x000609795|uc1.31158004914536
OL109804W	1	1	Christmas at Thompson Hall;	1894	0.85	1.0	mdp.39015005917128
OL109811W	1	1	Why Frau Frohmann raised her prices, and other stories	1882	0.83	1.0	inu.32000000662744
OL109831W	3	1	The fixed period	1882	0.81	1.0	dul1.ark+=13960=t16m3zq84|dul1.ark+=13960=t3qv47t8s|inu.32000009368012
OL1098394W	4	1	The three Mulla-mulgars	1919	0.82	1.0	mdp.39015065534730|nyp.33433082531447|uc1.b4087604|uc2.ark+=13960=t35145g5s
OL1098497W	3	2	The return	1922	0.89	1.0	mdp.39015011331801|uc2.ark+=13960=t5db7zs8r|uc2.ark+=13960=t45q4v61q
OL1098501W	4	2	Memoirs of a midget	1921	0.89	1.0	mdp.39015048709714|mdp.39015010296823|nyp.33433074963772|uc2.ark+=13960=t3cz3776r
OL1098653W	2	2	A freelance in Kashmir;	1914	0.84	0.999	uc2.ark+=13960=t3kw5846r|uc2.ark+=13960=t9s17w66r
OL109872W	4	2	The duke's children	1903	0.89	1.0	uc1.b4715032|uc1.b4715034|uva.x000470377|uva.x000470381
OL1099873W	1	1	To the sun?	1895	0.89	0.999	njp.32101021185879
OL1099980W	1	1	An Antarctic mystery	1899	0.56	1.0	mdp.39015046862747
OL1100441W	5	1	In Lincoln's chair	1920	0.58	1.0	mdp.39015059502396|nyp.33433076080542|uc2.ark+=13960=fk0ms3k234|uiuo.ark+=13960=t4nk3d51g|yale.39002002937002
OL1100449W	3	1	Father Abraham	1909	0.54	0.997	mdp.39015059502586|uc2.ark+=13960=fk3cz32c35|uiuo.ark+=13960=t06w9d20w
OL1100457W	3	1	The rising of the tide;	1919	0.87	1.0	mdp.39015039414852|nyp.33433082484431|uc2.ark+=13960=t5bc3v575
OL1100465W	11	4	He knew Lincoln	1909	0.82	1.0	loc.ark+=13960=t6d222483|mdp.39015059502404|loc.ark+=13960=t2x34x21t|loc.ark+=13960=t8bg2t19d|uc2.ark+=13960=fk3dz0389c|uc2.ark+=13960=t2z31sg07|loc.ark+=13960=t3gx4f747|loc.ark+=13960=t6n018d1w|nyp.33433082348545|uiuo.ark+=13960=t4th8cv47|yale.39002002934264
OL1100758W	1	1	At the sign of the guillotine	1895	0.88	0.998	nyp.33433075752265
OL1101306W	1	1	The Nugents of Carriconna	1891	0.83	1.0	mdp.39015063923570
OL1101429W	3	1	Omega: the last days of the world	1894	0.89	1.0	nyp.33433075827018|uc1.b3755125|uc2.ark+=13960=t5m902w1t
OL1101503W	1	1	The column of dust	1909	0.86	1.0	uc2.ark+=13960=t6rx9645p
OL1102112W	4	1	Forgotten tales of long ago	1906	0.83	1.0	mdp.39015066694392|nc01.ark+=13960=t8gf1wm4z|uc1.b3331940|uc2.ark+=13960=t4pk0gp6m
OL1102191W	3	1	Over Bemerton's	1908	0.67	1.0	mdp.39015031241394|nyp.33433074878913|uc2.ark+=13960=t48p5xv6f
OL1102678W	1	1	Two American boys in Hawaii	1899	0.58	0.999	nyp.33433082300868
OL1103596W	5	3	Multitude and solitude	1916	0.9	1.0	mdp.39015014498516|nyp.33433074893367|uc2.ark+=13960=t6j108p1h|uc2.ark+=13960=t6rx9884t|uc2.ark+=13960=t28914k9x
OL1103743W	2	2	Martin Hyde, the duke's messenger	1910	0.89	1.0	uc2.ark+=13960=t0gt5hs8p|uc2.ark+=13960=t7tm74b43
OL1103755W	2	2	A book of discoveries	1910	0.87	0.999	uc2.ark+=13960=t0bv7cx38|njp.32101068600954
OL1103769W	2	1	A tarpaulin muster	1919	0.83	1.0	mdp.39015030705977|uc2.ark+=13960=t5z60f76b
OL1103779W	2	2	Captain Margaret;	1908	0.9	1.0	nyp.33433074893326|uc2.ark+=13960=t13n21z3q
OL1103793W	3	1	Jim Davis	1912	0.89	1.0	mdp.39015011905224|nyp.33433074893466|uc2.ark+=13960=t1qf8mz1k
OL1103990W	1	1	In pirate waters;	1898	0.88	1.0	nyp.33433074910930
OL1104000W	2	2	At war with Pontiac;	1895	0.85	1.0	uva.x030826110|uc2.ark+=13960=t3fx75s3f
OL1104006W	1	1	For the mikado;	1905	0.73	0.999	nyp.33433076060957
OL1104008W	2	1	Raftmates	1921	0.89	1.0	uc1.b3326476|uc2.ark+=13960=t9k35nx3w
OL1104012W	1	1	The belt of seven totems;	1902	0.88	1.0	uc2.ark+=13960=t3513w069
OL1104013W	2	1	Derrick Sterling;	1888	0.89	1.0	uc1.b308305|uc2.ark+=13960=t73t9jb0f
OL1104062W	1	1	Fishpingle;	1917	0.88	1.0	nyp.33433075762124
OL1104064W	1	1	Her son	1907	0.89	1.0	uc2.ark+=13960=t74t6gt1j
OL1104079W	2	1	Quinneys'	1914	0.83	1.0	uc1.b3326059|uc2.ark+=13960=t4kk9d07s
OL1104247W	4	2	Love's legend	1914	0.87	1.0	uc1.b3548189|uc2.ark+=13960=t6833x99n|nyp.33433075727325|uc2.ark+=13960=t2988523b
OL1104248W	1	1	One immortality	1909	0.88	1.0	uc2.ark+=13960=t6pz53m4f
OL1105155W	1	1	Carmen	1896	0.87	0.997	mdp.39015008145461
OL1105276W	2	1	Karma	1917	0.63	1.0	uc1.b3937928|uc2.ark+=13960=t2r49s592
OL1105525W	2	1	The convictions of Christopher Sterling;	1919	0.81	1.0	nyp.33433074927173|nyp.33433082486006
OL1106261W	3	2	Alice and a family	1915	0.89	1.0	mdp.39015059418312|uc1.b3346887|wu.89099924656
OL1106367W	1	1	The three adventurers	1911	0.84	1.0	nyp.33433079897520
OL11068500W	2	1	Marie de France;	1901	0.62	1.0	mdp.39015008394358|uc2.ark+=13960=t39z9d56k
OL1106859W	1	1	Naval occasions and some traits of the sailor-man	1915	0.81	0.999	uc2.ark+=13960=t9z032670
OL1106861W	3	2	The navy eternal	1918	0.67	1.0	mdp.39015063955556|uc2.ark+=13960=t0tq5tr7j|uc2.ark+=13960=t38059v3c
OL1107314W	2	2	Cuentos ticos	1908	0.63	1.0	uc2.ark+=13960=t9k35v146|mdp.39015060459438
OL1107398W	1	1	The land of pluck;	1894	0.65	0.999	uva.x000414637
OL1107400W	2	2	Donald and Dorothy	1883	0.89	1.0	nyp.33433082531587|mdp.39015063512258
OL1107603W	6	1	Authors digest;	1908	0.83	1.0	uc2.ark+=13960=t0gt5kc65|uc2.ark+=13960=t1bk1bp9v|uc2.ark+=13960=t4fn16c27|uc2.ark+=13960=t5k935g7d|uc2.ark+=13960=t70v8fv7b|uc2.ark+=13960=t76t0nc0n
OL1107956W	3	1	A Japanese romance	1904	0.84	1.0	mdp.39015063514148|uc1.b3322406|uc2.ark+=13960=t8mc9154c
OL1109044W	7	2	Over the teacups	1891	0.89	1.0	mdp.39015024470943|mdp.39015030745312|mdp.39015063931441|uc1.b156079|uc1.b3293434|uc1.b3293435|uva.x001850702
OL1109137W	1	1	The little gold miners of the Sierras	1886	0.82	0.999	uc2.ark+=13960=t4vh5dc32
