/works/OL100195W	1918	OL32271A	american_fiction_(fictional_works_by_one_author)|fiction|fiction_short_stories_(single_author)|short_stories|social_life_and_customs
/works/OL100196W	1915	OL32271A	american_fiction|american_fiction_(fictional_works_by_one_author)|american_literature|art|artists|couples_mariés|fiction|man-woman_relationships|married_people|painters|philosophy|psychological_fiction|relations_entre_hommes_et_femmes|relations_with_women|roman_américain|romance_norte_americano|romans_nouvelles|translations_into_russian|triangle_(relations_humaines)|triangles_(interpersonal_relations)|victorian_society
/works/OL100203W	1900	OL32271A	actresses|american_fiction|american_fiction_(fictional_works_by_one_author)|american_literature|chang_pian_xiao_shuo|chicago_(ill.)_--_fiction|chicago_(ill.)_fiction|city_and_town_life|didactic_fiction|dreiser_theodore_1871-1945|english_fiction|fiction|fiction_action__adventure|fiction_psychological|jeunes_femmes|large_type_books|man-woman_relationships|maîtresses|mistresses|mistresses_--_fiction|new_york_(n.y.)_--_fiction|new_york_(n.y.)_fiction|romans_nouvelles|runaway_teenagers|sister_carrie_(dreiser_theodore)|translations_into_chinese|young_women|young_women_--_fiction|young_women_fiction|young_women_in_literature
/works/OL1002110W	1948	OL93118A|OL10521381A	bilingual|brazil_fiction|fiction|fiction_family_life_general|portuguese_language_materials|romance_literature|women
/works/OL100230W	1947	OL32271A	american_fiction_(fictional_works_by_one_author)|capitalists_and_financiers|fiction
/works/OL100236W	1911	OL32271A	american_fiction_(fictional_works_by_one_author)|american_literature|fiction|fiction_romance_general|indiana|love_stories|man-woman_relationships_fiction|new_york_times_reviewed|unmarried_mothers|unmarried_mothers_in_fiction|women_domestics|women_domestics_in_fiction|women_household_employees|women_household_employees_in_fiction
/works/OL100237W	1912	OL32271A	813.52|american_fiction_(fictional_works_by_one_author)|capitalists_and_financiers|capitalists_and_financiers--fiction|classics|fiction|fiction_psychological|literature|ps3507.r55_f47_2008|psychological_fiction|trilogy_of_desire|художественная_литература_--_сша_--_американская_литература_--_1-ая_пол._20_в._--_романы
/works/OL100238W	1914	OL32271A	american_fiction|american_fiction_(fictional_works_by_one_author)|american_literature|capitalists_and_financiers|fiction|firearms_industry_and_trade|industrialists|industriels|revenge|roman_américain|romans_nouvelles|success_in_business|titan_(dreiser_theodore)
/works/OL100239W	1900	OL32271A	adirondack_mountains_(n.y.)_fiction|american_fiction_(fictional_works_by_one_author)|american_literature|classic_literature|crime|fiction|fiction_classics|fiction_crime|fiction_general|fiction_historical_general|fiction_mystery__detective_general|fiction_mystery__detective_traditional|fiction_romance_general|fiction_romance_lgbtq_general|fiction_thrillers_crime|homicide|legal_stories|littérature_américaine|love_stories|man-woman_relationships|man-woman_relationships_fiction|new_york_(n.y.)_fiction|new_york_(state)--fiction|readers|romance_norte_americano|social_adjustment|social_class|social_classes|social_classes_fiction|thriller|trials_(homicide)|trials_(murder)|trials_(murder)_fiction|triangles_(interpersonal_relations)|triangles_(interpersonal_relations)_fiction|young_men|young_men_fiction
/works/OL100278W	1944	OL32283A	american_fiction|biography|collectionidsbodice_ripper|collectionidsleazy_pulp|england|exiles|femmes|fiction|fiction_historical|fiction_historical_general|fiction_in_english|great_britain|histoire|historical_romance|history|kings_and_rulers|london_(england)_fiction|man-woman_relationships|maîtresses|mistresses|nobility|relations_entre_hommes_et_femmes|rois_et_souverains|roman_américain|romans_nouvelles|women
/works/OL1003017W	1881	OL93286A	architectural_decoration_and_ornament|architecture|aristocracy_(social_class)|autobiography|brazil_fiction|classics|continental_european_fiction_(fictional_works_by_one_author)|dead|fiction|fiction__classics|fiction_general|ghost_stories|interpersonal_relations|medieval_architecture|rich_people|romance_brasileiro|romance_literature|social_life_and_customs
/works/OL1003040W	1900	OL93286A	adultery|authorship|brazilian_fiction|brazilian_literature|catholic_church|catholics|fiction|general|historical_fiction|history_and_criticism|latin_american_literature|religious|reminiscing_in_old_age
/works/OL1003044W	1899	OL93286A|OL1909570A|OL9172169A	brazil_fiction|brothers_fiction|fiction|fiction_general|politics_and_government|sibling_rivalry|twins
/works/OL1003047W	1899	OL93286A	brazil_fiction|brazil_in_fiction|fiction|fiction_general
/works/OL1003053W	1908	OL93286A|OL9172169A	brazil_fiction|brazil_in_fiction|ficción|fiction|fiction_(fictional_works_by_one_author)|fiction_-_general|fiction_general|general|language_and_languages_study_and_teaching|literatura_brasileira|romance|viudez|widowhood
/works/OL1003079W	1899	OL93286A	869.3|continental_european_fiction_(fictional_works_by_one_author)|fiction|fiction_general|history|language_and_languages_study_and_teaching|pq9697.m18_q513_1998
/works/OL100361W	1933	OL32292A	fiction
/works/OL1004273W	1928	OL93432A	brazil_fiction|continental_european_fiction_(fictional_works_by_one_author)|fiction
/works/OL100434W	1904	OL32292A	biography|continental_european_drama_(dramatic_works_by_one_author)|fiction|fiction_general|identity_(psychology)|introductions|italian_fiction|librarians|qurʼan|translations_into_english
/works/OL101106W	1888	OL1208155A	fiction
/works/OL101930W	1947	OL29390A	adventure_stories|american_fantastic_fiction|american_fantasy_fiction|american_horror_tales|american_science_fiction|children's_stories|fantasy_fiction_american|fiction_science_fiction_general|horror_tales_american|paranormal_fiction|short_stories
/works/OL101949W	1950	OL29390A|OL709314A	american_science_fiction|fiction|fiction_general|fiction_occult__supernatural|science_fiction
/works/OL10215W	1924	OL30241A	891.7342|authoritarianism|biography|classic_literature|continental_european_fiction_(fictional_works_by_one_author)|corrupt_practices|criticism_and_interpretation|dystopia|dystopias|dystopias_-_fiction|electronic_surveillance|fiction|fiction__literary|fiction_dystopian|fiction_general|fiction_romance_general|fiction_science_fiction_general|group_identity|literary|literary_criticism|literature_-_classics__criticism|literature_texts|modern_fiction|my_(zami︠a︡tin_evgeniĭ_ivanovich)|pg3476.z34_m913_1983|pg3476.z34_m913_2006|political_fiction|political_science|russian__former_soviet_union|russian_fiction|russian_fiction--20th_century|russian_language_materials|russian_novel_and_short_story|russian_prose|russian_satire|russian_science_fiction|satire_russian|science_fiction|science_fiction_russian|soviet_union_fiction|totalitarianism|totalitarianism_and_literature|translations_into_english|untranslated_fiction_-_general|utopias
/works/OL102381W	1942	OL29465A	chicago_(ill.)_fiction|criminals|fiction|fiction_urban|fiction_urban__street_lit|polish_americans|polish_americans_fiction|poor|radicalism_in_literature
/works/OL102382W	1947	OL29465A	chicago_(ill.)_fiction|city_and_town_life|fiction|fiction_general|fiction_short_stories_(single_author)|illinois_fiction|interviews|polish_americans
/works/OL102384W	1949	OL29465A	american_fiction_(fictional_works_by_one_author)|awardnational_book_award1950|awardnational_book_awardfiction|chicago_(ill.)_fiction|city_and_town_life|city_and_town_life_in_fiction|criminals|criminals_fiction|criminals_in_fiction|drug_addicts|fiction|fiction_city_life|fiction_general|fiction_urban|gamblers|gamblers_in_fiction|gambling|gambling_in_fiction|inner_cities|morphine_abuse|morphine_abuse_in_fiction|morphine_habit|morphine_habit_in_fiction|national_book_award_winner|polish_americans|poor|portraits|social_life_and_customs
/works/OL10263W	1943	OL31901A	adventure|adventure_and_adventurers_fiction|air_pilots|air_pilots_--_juvenile_fiction|allegories|asteroids|childhood|children's_fiction|children's_literature_french|children's_stories_french|children's_stories_turkish|conduct_of_life|continental_european_fiction_(fictional_works_by_one_author)|cuentos_de_hadas|deaf_children|deserts|drama|extraterrestrial_beings|fairy_tales|fantasmes|fantastic_fiction|fantasy|fantasy_fiction|fiction|fiction_-_general|fiction_general|foxes|french_fantasy_fiction|french_fiction|french_language|french_language_readers|friendship|friendship_--_juvenile_fiction|friendship_fiction|general|juvenile|juvenile_fiction|juvenile_films|legends|loneliness|loss|love|new_york_times_bestseller|novela_fantástica|novela_juvenil|philosophy|pilotes_d'aéronef_--_romans_nouvelles_etc._pour_la_jeunesse|pilotos_aéreos_--_novela_juvenil|planets|pop-up_books|pride_and_vanity|princes|princes_--_juvenile_fiction|princes_--_romans_nouvelles_etc._pour_la_jeunesse|princes_fiction|príncipes_--_novela_juvenil|príncipes|romans_nouvelles|romans_nouvelles_etc._pour_la_jeunesse|short_novel|toy_and_movable_books|translations_into_english|translations_into_german|translations_into_russian|translations_into_turkish|translations_into_yiddish|travel_fiction
/works/OL102653W	1940	OL29497A	adult_readers|american_fiction_(fictional_works_by_one_author)|classic_literature|classics|copyists|executions_and_executioners|fiction|fiction_short_stories_(single_author)|historical_fiction|humorous_stories|impressment|literature|psychological_fiction|psychology|sailors|sea_stories|securities_industry|ship_captains|short_stories|study_and_teaching|young_men
/works/OL10267W	1931	OL31901A	aeronautics|air_mail_service|air_pilots|air_pilots_fiction|aviation|aéronautique|biography|biography__autobiography__general|children's_fiction|continental_european_fiction_(fictional_works_by_one_author)|fiction|fiction_-_general|fiction_action__adventure|french_authors|french_fiction|french_language_materials|french_personal_narratives|general|pilotes_d'aéronef|poste_aérienne|romans|romans_nouvelles|spanish_adult_nonfiction|world_war_1939-1945
/works/OL10272W	1948	OL31901A	berbers|continental_european_fiction_(fictional_works_by_one_author)|despotism|fiction|french_literature|parables
/works/OL102733W	1926	OL29497A	american_fiction_(fictional_works_by_one_author)|children's_fiction|departments|enslaved_persons_fiction|fiction|fiction_sea_stories|history|open_syllabus_project|readers|slave_trade|slaves_fiction|universities_and_colleges
