OL10356096W	8652030
OL10356096W	7257713
OL10356096W	915617405
OL10356096W	490073981
OL10356096W	2676693
OL10356096W	41980981
OL10356096W	7359860
OL10356096W	10522257
OL11016717W	2220926
OL11020633W	2652448
OL1103740W	3982437
OL1103740W	2953120
OL11478921W	
OL1169453W	1608731
OL1185375W	
OL12141196W	
OL12247206W	4248391
OL12247206W	2171364
OL12313613W	7117793
OL1253281W	
OL13132146W	3854365
OL1337091W	938587
OL1337117W	21026893
OL1337117W	53183828
OL1337117W	41884597
OL1337117W	6437192
OL1337117W	58555274
OL1442156W	5010129
OL1442156W	36672043
OL1442156W	742998
OL1442156W	722058
OL1442156W	11462620
OL1442156W	40524346
OL1454895W	5065390
OL145489W	4307435
OL1455038W	29675874
OL1455038W	172977525
OL1455038W	1374285
OL1455038W	3997073
OL1458276W	4727790
OL147978W	20651260
OL147978W	169862
OL147978W	3236998
OL15150144W	6152359
OL15155626W	55481422
OL15155626W	17892177
OL15155626W	858202743
OL15155626W	35362723
OL151881W	362766
OL151881W	408876232
OL151881W	469482
OL1527021W	5920172
OL1527021W	5059477
OL1531468W	4246290
OL15381081W	220872462
OL15381081W	654964724
OL15389642W	35130433
OL15389642W	1938048
OL157650W	1099146
OL157650W	149484521
OL157650W	10516975
OL157650W	42589634
OL157650W	1099136
OL157650W	2860105
OL157650W	499755
OL157650W	6082149
OL157650W	1099024
OL157650W	1811232
OL157650W	43480964
OL157650W	70543645
OL157650W	1099120
OL157650W	4926644
OL157650W	79017885
OL157650W	1919232
OL157650W	6211306
OL157650W	2635028
OL16087053W	6429910
OL1639819W	6075007
OL16886256W	47129524
OL1719790W	464195283
OL1719790W	10945107
OL1719790W	50407744
OL1719790W	473495376
OL1719790W	60291592
OL1719790W	12767778
OL1719790W	30405137
OL1719790W	12184192
OL1719790W	4558866
OL1719790W	957092647
OL17647354W	7614094
OL17665927W	33001700
OL17694368W	14448555
OL17720252W	5733062
OL17720252W	14461478
OL1794902W	
OL18068696W	3583071
OL181192W	10844821
OL181192W	11543680
OL181192W	1619982
OL181192W	290404
OL183471W	1524357
OL183471W	11758419
OL1890316W	123133386
OL1890316W	191930388
OL1890316W	6642685
OL1890316W	904595
OL1890316W	232496952
OL1937625W	3865508
OL1937625W	16430861
OL1937625W	38449306
OL1948508W	43975019
OL1948508W	43230547
OL1948508W	30281768
OL1948508W	15655798
OL1948508W	435383722
OL1948508W	999735016
OL1948508W	81025727
OL1948508W	70781057
OL1952550W	780604
OL1952550W	40460115
OL1960077W	324497
OL1960077W	22623879
OL1960077W	17956906
OL20542159W	1461641
OL205950W	6232310
OL20802W	779951
OL20802W	11391223
OL2103973W	14036370
OL211519W	10291030
OL2254756W	1702352
OL2340064W	313964
OL2340064W	2291019
OL2340244W	9060697
OL2340244W	2620043
OL2340244W	3528874
OL2340244W	3987809
OL2340244W	1697353
OL2340244W	12767028
OL235776W	
OL24293W	2564134
OL2462434W	3405964
OL2462434W	25448633
OL2462434W	64583595
OL2462434W	745979724
OL2462434W	1244277
OL28382W	597254
OL28596979W	5345250
OL28596979W	51555115
OL28596979W	512414
OL2957120W	8388067
OL2957120W	1464462
OL2957120W	75488322
OL2957120W	80715111
OL2957120W	52549453
OL31807554W	17694175
OL31807554W	6380167
OL318899W	576646
OL32031951W	15156181
OL32089695W	21783141
OL32092942W	
OL32093542W	
OL32094477W	
OL32094618W	
OL32096254W	
OL32098078W	
OL32146508W	
OL32629549W	915613636
OL32849888W	
OL32873326W	830944421
OL33119429W	6677682
OL33121077W	2414555
OL33313504W	318606323
OL3469691W	10351764
OL3626132W	396201
OL36966939W	41000582
OL36966939W	3682602
OL39425320W	1008209382
OL39500589W	4917496
OL3979509W	
OL4031984W	2478369
OL4031984W	222044774
OL4104751W	12639713
OL42910541W	21572603
OL42924482W	
OL42968384W	21014982
OL4318055W	25212847
OL4318055W	254400
OL43423236W	3260457
OL43433833W	22754160
OL43487171W	642931
OL43627051W	5135198
OL43643983W	19662480
OL4429446W	
OL44408764W	
OL4468874W	26229309
OL4468874W	21524378
OL4468874W	1991922
OL4468874W	1836597
OL44944397W	8185293
OL44967940W	38097455
OL4528060W	7377700
OL4528060W	23167244
OL4528060W	176663
OL45611W	5411196
OL45611W	13946848
OL4677749W	70769041
OL4677749W	567179
OL4677749W	172982294
OL4677749W	21133346
OL472742W	1703896
OL472742W	16257204
OL472742W	4678332
OL472742W	17339327
OL472742W	16603814
OL472742W	319893675
OL472742W	8618184
OL472742W	405570658
OL472742W	68810712
OL5362130W	999519
OL5362130W	2993648
OL5362130W	14021082
OL5362130W	6313607
OL5362130W	612832356
