work_id	oclc	htid	recordid	locnum	author	imprint	date	place	enumcron	subjects	title	prob80precise	genrepages	totalpages	englishpct	datetype	startdate	enddate	imprintdate
OL211519W	10291030	uc2.ark+=13960=t9377g25c	7925847		Beaumont, Gerald.	New York;D. Appleton;1922.	1922	nyu			Riders up!	0.88	308	348	1.0	s	1922.0	    	1922
OL2340064W	2291019	mdp.39015029465518	2623427	PZ3.G4144S	Gilliam, E. W.	Baltimore;J. Murphy & co.;1890.	1890	mau		Haiti;History;Fiction	1791: a tale of San Domingo	0.89	311	332	1.0	s	1890.0	    	1890
OL24293W	2564134	loc.ark+=13960=t0wq02z6c	566858		Stoddard, William Osborn,	New York;D. Appleton and company;1905.	1905	nyu		Childhood;1809-1865;IsBiographical;Lincoln, Abraham	The boy Lincoln	0.73	257	288	1.0	s	1905.0	    	1905
OL24293W	2564134	loc.ark+=13960=t2k64kq6j	566858		Stoddard, William Osborn,	New York;D. Appleton and company;1905.	1905	nyu		Childhood;1809-1865;IsBiographical;Lincoln, Abraham	The boy Lincoln	0.73	254	290	0.999	s	1905.0	    	1905
OL24293W	2564134	mdp.39015030765526	566858		Stoddard, William Osborn,	New York;D. Appleton and company;1905.	1905	nyu		Childhood;1809-1865;IsBiographical;Lincoln, Abraham	The boy Lincoln	0.73	259	290	1.0	s	1905.0	    	1905
OL24293W	2564134	uiuo.ark+=13960=t6j10319s	566858		Stoddard, William Osborn,	New York;D. Appleton and company;1905.	1905	nyu		Childhood;1809-1865;IsBiographical;Lincoln, Abraham	The boy Lincoln	0.73	257	288	1.0	s	1905.0	    	1905
OL2462434W	3405964	mdp.39015008993712	439171	PZ3.B79T10	Brontë, Anne,	London;Toronto;J. M. Dent & sons, ltd.;New York;E. P. Dutton & co.;1922.	1922	enk			The tenant of Wildfell hall	0.89	565	592	1.0	s	1922.0	    	1922
OL42910541W	21572603	nyp.33433076050792	8659116		Peabody, Marian Lawrence.	Boston;Samuel Usher;1917;(Boston;The Fort Hill Press)	1917	mau		American fiction	Polly's pension plans	0.83	66	86	0.998	s	1917.0	    	1917
OL67238W	2023625	uc2.ark+=13960=fk9n29pr6b	11716058	PZ3.J55Co5	Jewett, Sarah Orne,	Boston;Houghton Mifflin;c1910	1910	mau			The country of the pointed firs	0.84	306	324	1.0	s	1910.0	    	1910
OL7732516W	7038627	nyp.33433075755201	8691073	PZ3.W1582I2	Wallis, Arthur Frederick,	Boston;Little, Brown, and Company;1914.	1914	mau			Idonia	0.89	327	353	1.0	s	1914.0	    	1914
OL7750032W	11616403	nyp.33433076044845	8661256	PZ3.M7242M	Moffat, R. N.	Boston;The Roxburgh Publishing Company (Inc.);1918.	1918	mau		Emperor of the French;Napoleon;1769-1821;Fiction;I	The messenger of Napoleon	0.88	326	364	1.0	s	1918.0	    	1918
OL7873628W	3831519	njp.32101068141959	7665078	PZ3.L638U	Lincoln, Jeanie Thomas Gould,	Boston;New York;Houghton, Mifflin and Company;1897.	1897	mau		History;United States;Revolution, 1775-1783;Fiction	An unwilling maid;	0.88	270	296	0.999	s	1897.0	    	1897
OL7873628W	3831519	uc2.ark+=13960=t2f766c0g	7665078	PZ3.L638U	Lincoln, Jeanie Thomas Gould,	Boston;New York;Houghton, Mifflin and Company;1897.	1897	mau		History;United States;Revolution, 1775-1783;Fiction	An unwilling maid;	0.88	270	292	0.999	s	1897.0	    	1897
OL8127249W	62865814	mdp.39015063511318	283841		Chambers, Robert W.	London;A. Constable and company, ltd.;1907.	1907	enk			The fighting chance	0.89	469	492	1.0	s	1907.0	    	1907
OL879220W	4107773	nnc1.0022575324	165932		Hudson, W. H.	London;Sampson Low, Marston, Searle, and Rivington;1885.	1885	enk	v.2	Uruguay;Description and travel	The purple land that England lost	0.86	265	314	0.999	s	1885.0	    	1885
